id,type,source,target
906620,\,209112,208888
906621,/,208888,209112
906622,\,209107,208888
906623,/,208888,209107
906624,\,209110,208888
906625,/,208888,209110
906626,\,209108,208888
906627,/,208888,209108
906628,\,209109,208888
906629,/,208888,209109
906630,\,209106,208888
906631,/,208888,209106
906632,\,209105,208888
906633,/,208888,209105
906634,\,209127,208888
906635,/,208888,209127
906636,\,209123,208888
906637,/,208888,209123
906638,\,209125,208888
906639,/,208888,209125
906640,\,209126,208888
906641,/,208888,209126
906642,\,209124,208888
906643,/,208888,209124
906644,\,209118,208888
906645,/,208888,209118
906646,\,209120,208888
906647,/,208888,209120
906648,\,209122,208888
906649,/,208888,209122
906650,\,209121,208888
906651,/,208888,209121
906652,\,209119,208888
906653,/,208888,209119
906654,\,209128,208888
906655,/,208888,209128
906656,\,209129,208888
906657,/,208888,209129
906658,\,209114,208888
906659,/,208888,209114
906660,\,209113,208888
906661,/,208888,209113
906662,\,209115,208888
906663,/,208888,209115
906664,\,209116,208888
906665,/,208888,209116
906666,\,209117,208888
906667,/,208888,209117
906668,\,209133,208888
906669,/,208888,209133
906670,\,209134,208888
906671,/,208888,209134
906672,\,209135,208888
906673,/,208888,209135
906674,\,209152,208888
906675,/,208888,209152
906676,\,209153,208888
906677,/,208888,209153
906678,\,209136,208888
906679,/,208888,209136
906680,\,209146,208888
906681,/,208888,209146
906682,\,209148,208888
906683,/,208888,209148
906684,\,209151,208888
906685,/,208888,209151
906686,\,209138,208888
906687,/,208888,209138
906688,\,209139,208888
906689,/,208888,209139
906690,\,209137,208888
906691,/,208888,209137
906692,\,209150,208888
906693,/,208888,209150
906694,\,209149,208888
906695,/,208888,209149
906696,\,209168,208888
906697,/,208888,209168
906698,\,209161,208888
906699,/,208888,209161
906700,\,209167,208888
906701,/,208888,209167
906702,\,209163,208888
906703,/,208888,209163
906704,\,209164,208888
906705,/,208888,209164
906706,\,209165,208888
906707,/,208888,209165
906708,\,209166,208888
906709,/,208888,209166
906710,\,209162,208888
906711,/,208888,209162
906712,\,209156,208888
906713,/,208888,209156
906714,\,209159,208888
906715,/,208888,209159
906716,\,209154,208888
906717,/,208888,209154
906718,\,209080,208888
906719,/,208888,209080
906720,\,209069,208888
906721,/,208888,209069
906722,\,209079,208888
906723,/,208888,209079
906724,\,209068,208888
906725,/,208888,209068
906726,\,209077,208888
906727,/,208888,209077
906728,\,209078,208888
906729,/,208888,209078
906730,\,209074,208888
906731,/,208888,209074
906732,\,209073,208888
906733,/,208888,209073
906734,\,209075,208888
906735,/,208888,209075
906736,\,209076,208888
906737,/,208888,209076
906738,\,209067,208888
906739,/,208888,209067
906740,\,209088,208888
906741,/,208888,209088
906742,\,209089,208888
906743,/,208888,209089
906744,\,209087,208888
906745,/,208888,209087
906746,\,209090,208888
906747,/,208888,209090
906748,\,209092,208888
906749,/,208888,209092
906750,\,209081,208888
906751,/,208888,209081
906752,\,209093,208888
906753,/,208888,209093
906754,\,209083,208888
906755,/,208888,209083
906756,\,209084,208888
906757,/,208888,209084
906758,\,209085,208888
906759,/,208888,209085
906760,\,209086,208888
906761,/,208888,209086
906762,\,209082,208888
906763,/,208888,209082
906764,\,455867,208888
906765,/,208888,455867
906766,\,208935,208888
906767,/,208888,208935
906768,\,208958,208888
906769,/,208888,208958
906770,\,208959,208888
906771,/,208888,208959
906772,\,208956,208888
906773,/,208888,208956
906774,\,208957,208888
906775,/,208888,208957
906776,\,208937,208888
906777,/,208888,208937
906778,\,208943,208888
906779,/,208888,208943
906780,\,208946,208888
906781,/,208888,208946
906782,\,208955,208888
906783,/,208888,208955
906784,\,208938,208888
906785,/,208888,208938
906786,\,208939,208888
906787,/,208888,208939
906788,\,208945,208888
906789,/,208888,208945
906790,\,208944,208888
906791,/,208888,208944
906792,\,208940,208888
906793,/,208888,208940
906794,\,208942,208888
906795,/,208888,208942
906796,\,208941,208888
906797,/,208888,208941
906798,\,208953,208888
906799,/,208888,208953
906800,\,208952,208888
906801,/,208888,208952
906802,\,208951,208888
906803,/,208888,208951
906804,\,208947,208888
906805,/,208888,208947
906806,\,208950,208888
906807,/,208888,208950
906808,\,208949,208888
906809,/,208888,208949
906810,\,208948,208888
906811,/,208888,208948
906812,\,208936,208888
906813,/,208888,208936
906814,\,208960,208888
906815,/,208888,208960
906816,\,209190,208888
906817,/,208888,209190
906818,\,209191,208888
906819,/,208888,209191
906820,\,455872,208888
906821,/,208888,455872
906822,\,209192,208888
906823,/,208888,209192
906824,\,455873,208888
906825,/,208888,455873
906826,\,455874,208888
906827,/,208888,455874
906828,\,455876,208888
906829,/,208888,455876
906830,\,455875,208888
906831,/,208888,455875
906832,\,209194,208888
906833,/,208888,209194
906834,\,209195,208888
906835,/,208888,209195
906836,\,209197,208888
906837,/,208888,209197
906838,\,209198,208888
906839,/,208888,209198
906840,\,209199,208888
906841,/,208888,209199
906842,\,209200,208888
906843,/,208888,209200
906844,\,209201,208888
906845,/,208888,209201
906846,\,209196,208888
906847,/,208888,209196
906848,\,208886,208888
906849,/,208888,208886
906850,\,209170,208888
906851,/,208888,209170
906852,\,209184,208888
906853,/,208888,209184
906854,\,209169,208888
906855,/,208888,209169
906856,\,209171,208888
906857,/,208888,209171
906858,\,209172,208888
906859,/,208888,209172
906860,\,455868,208888
906861,/,208888,455868
906862,\,209187,208888
906863,/,208888,209187
906864,\,209180,208888
906865,/,208888,209180
906866,\,209182,208888
906867,/,208888,209182
906868,\,209183,208888
906869,/,208888,209183
906870,\,209181,208888
906871,/,208888,209181
906872,\,209178,208888
906873,/,208888,209178
906874,\,209179,208888
906875,/,208888,209179
906876,\,209188,208888
906877,/,208888,209188
906878,\,209186,208888
906879,/,208888,209186
906880,\,209185,208888
906881,/,208888,209185
906882,\,209176,208888
906883,/,208888,209176
906884,\,209177,208888
906885,/,208888,209177
906886,\,209174,208888
906887,/,208888,209174
906888,\,209175,208888
906889,/,208888,209175
906890,\,209173,208888
906891,/,208888,209173
906892,\,208978,208888
906893,/,208888,208978
906894,\,208979,208978
906895,/,208978,208979
906896,\,209091,208888
906897,/,208888,209091
906898,\,209193,208888
906899,/,208888,209193
906900,\,208887,208888
906901,/,208888,208887
906902,\,209272,209216
906903,/,209216,209272
906904,\,209337,209216
906905,/,209216,209337
906906,\,209317,209216
906907,/,209216,209317
906912,\,209269,209216
906913,/,209216,209269
906914,\,209270,209216
906915,/,209216,209270
906916,\,209246,209216
906917,/,209216,209246
906918,\,209247,209216
906919,/,209216,209247
906920,\,209248,209216
906921,/,209216,209248
906922,\,209250,209216
906923,/,209216,209250
906924,\,209249,209216
906925,/,209216,209249
906926,\,209239,209216
906927,/,209216,209239
906928,\,209259,209216
906929,/,209216,209259
906930,\,209262,209216
906931,/,209216,209262
906932,\,209261,209216
906933,/,209216,209261
906934,\,209265,209216
906935,/,209216,209265
906936,\,209267,209216
906937,/,209216,209267
906938,\,209268,209216
906939,/,209216,209268
906940,\,209263,209216
906941,/,209216,209263
906942,\,209264,209216
906943,/,209216,209264
906944,\,209312,209216
906945,/,209216,209312
906946,\,209313,209216
906947,/,209216,209313
906948,\,209314,209216
906949,/,209216,209314
906950,\,209300,209216
906951,/,209216,209300
906952,\,209298,209216
906953,/,209216,209298
906954,\,209301,209216
906955,/,209216,209301
906956,\,209245,209216
906957,/,209216,209245
906958,\,209244,209216
906959,/,209216,209244
906960,\,209242,209216
906961,/,209216,209242
906962,\,209240,209216
906963,/,209216,209240
906964,\,209243,209216
906965,/,209216,209243
906966,\,209241,209216
906967,/,209216,209241
906968,\,209275,209216
906969,/,209216,209275
906970,\,209277,209216
906971,/,209216,209277
906972,\,209276,209216
906973,/,209216,209276
906974,\,209278,209216
906975,/,209216,209278
906976,\,209282,209216
906977,/,209216,209282
906978,\,209284,209216
906979,/,209216,209284
906980,\,209285,209216
906981,/,209216,209285
906982,\,209283,209216
906983,/,209216,209283
906984,\,209286,209216
906985,/,209216,209286
906986,\,209279,209216
906987,/,209216,209279
906988,\,209280,209216
906989,/,209216,209280
906990,\,209281,209216
906991,/,209216,209281
906992,\,209237,209216
906993,/,209216,209237
906994,\,209233,209216
906995,/,209216,209233
906996,\,209232,209216
906997,/,209216,209232
906998,\,209234,209216
906999,/,209216,209234
907000,\,209235,209216
907001,/,209216,209235
907002,\,209236,209216
907003,/,209216,209236
907004,\,209231,209216
907005,/,209216,209231
907006,\,209273,209216
907007,/,209216,209273
907008,\,209274,209216
907009,/,209216,209274
907010,\,209305,209216
907011,/,209216,209305
907012,\,209308,209216
907013,/,209216,209308
907014,\,209306,209216
907015,/,209216,209306
907016,\,209304,209216
907017,/,209216,209304
907018,\,209271,209216
907019,/,209216,209271
907020,\,209302,209216
907021,/,209216,209302
907022,\,209303,209216
907023,/,209216,209303
907024,\,209309,209216
907025,/,209216,209309
907026,\,209310,209216
907027,/,209216,209310
907028,\,209311,209216
907029,/,209216,209311
907030,\,209290,209216
907031,/,209216,209290
907032,\,209289,209216
907033,/,209216,209289
907034,\,209287,209216
907035,/,209216,209287
907036,\,209288,209216
907037,/,209216,209288
907038,\,209293,209216
907039,/,209216,209293
907040,\,209294,209216
907041,/,209216,209294
907042,\,209295,209216
907043,/,209216,209295
907044,\,209291,209216
907045,/,209216,209291
907046,\,209253,209216
907047,/,209216,209253
907048,\,209257,209216
907049,/,209216,209257
907050,\,209256,209216
907051,/,209216,209256
907052,\,455878,209216
907053,/,209216,455878
907054,\,209368,209216
907055,/,209216,209368
907056,\,209361,209216
907057,/,209216,209361
907058,\,209357,209216
907059,/,209216,209357
907060,\,209369,209216
907061,/,209216,209369
907062,\,209356,209216
907063,/,209216,209356
907064,\,209364,209216
907065,/,209216,209364
907066,\,209363,209216
907067,/,209216,209363
907068,\,209366,209216
907069,/,209216,209366
907070,\,209367,209216
907071,/,209216,209367
907072,\,209365,209216
907073,/,209216,209365
907074,\,455877,209216
907075,/,209216,455877
907076,\,209334,209216
907077,/,209216,209334
907078,\,209348,209216
907079,/,209216,209348
907080,\,209299,209216
907081,/,209216,209299
907082,\,209296,209216
907083,/,209216,209296
907084,\,209297,209216
907085,/,209216,209297
907086,\,209340,209216
907087,/,209216,209340
907088,\,209342,209340
907089,/,209340,209342
907090,\,209341,209216
907091,/,209216,209341
907092,\,209345,209216
907093,/,209216,209345
907094,\,209343,209345
907095,/,209345,209343
907096,\,209344,209345
907097,/,209345,209344
907098,\,209347,209216
907099,/,209216,209347
907100,\,209370,209216
907101,/,209216,209370
907102,\,209371,209370
907103,/,209370,209371
907104,\,209317,209216
907105,/,209216,209317
907106,\,209326,209216
907107,/,209216,209326
907108,\,209327,209216
907109,/,209216,209327
907110,\,209328,209216
907111,/,209216,209328
907112,\,209338,209216
907113,/,209216,209338
907114,\,209333,209216
907115,/,209216,209333
907116,\,209322,209216
907117,/,209216,209322
907118,\,209321,209216
907119,/,209216,209321
907120,\,209324,209216
907121,/,209216,209324
907122,\,209329,209216
907123,/,209216,209329
907124,\,209330,209216
907125,/,209216,209330
907126,\,209319,209216
907127,/,209216,209319
907128,\,209336,209216
907129,/,209216,209336
907130,\,209335,209216
907131,/,209216,209335
907132,\,209331,209216
907133,/,209216,209331
907134,\,209332,209216
907135,/,209216,209332
907136,\,209351,209216
907137,/,209216,209351
907138,\,209350,209351
907139,/,209351,209350
907140,\,209354,209351
907141,/,209351,209354
907142,\,209352,209351
907143,/,209351,209352
907144,\,209353,209216
907145,/,209216,209353
907146,\,209251,209230
907147,/,209230,209251
907148,\,209252,209251
907149,/,209251,209252
907150,\,209254,209230
907151,/,209230,209254
907152,\,209255,209254
907153,/,209254,209255
907154,\,209358,209230
907155,/,209230,209358
907156,\,209359,209230
907157,/,209230,209359
907158,\,209360,209230
907159,/,209230,209360
907160,\,208815,208813
907161,/,208813,208815
907162,\,208814,208815
907163,/,208815,208814
907164,\,208816,208815
907165,/,208815,208816
907166,\,208814,208815
907167,/,208815,208814
907170,\,208868,208815
907171,/,208815,208868
907172,\,208824,208813
907173,/,208813,208824
907174,\,208821,208813
907175,/,208813,208821
907176,\,208832,208813
907177,/,208813,208832
907178,\,208819,208813
907179,/,208813,208819
907180,\,208827,208813
907181,/,208813,208827
907182,\,208829,208813
907183,/,208813,208829
907184,\,208836,208813
907185,/,208813,208836
907186,\,208838,208813
907187,/,208813,208838
907188,\,208839,208813
907189,/,208813,208839
907190,\,208841,208813
907191,/,208813,208841
907192,\,208842,208813
907193,/,208813,208842
907194,\,208843,208813
907195,/,208813,208843
907196,\,208822,208813
907197,/,208813,208822
907198,\,208823,208813
907199,/,208813,208823
907200,\,208879,208813
907201,/,208813,208879
907202,\,208872,208813
907203,/,208813,208872
907204,\,208869,208813
907205,/,208813,208869
907206,\,208837,208813
907207,/,208813,208837
907208,\,208825,208813
907209,/,208813,208825
907214,\,208877,208813
907215,/,208813,208877
907216,\,208835,208834
907217,/,208834,208835
907218,\,208874,208873
907219,/,208873,208874
907220,\,208875,208873
907221,/,208873,208875
907222,\,208882,208881
907223,/,208881,208882
907224,\,208857,208855
907225,/,208855,208857
907226,\,208859,208855
907227,/,208855,208859
907228,\,208858,208855
907229,/,208855,208858
907230,\,208856,208855
907231,/,208855,208856
907232,\,208861,208855
907233,/,208855,208861
907234,\,208860,208855
907235,/,208855,208860
907236,\,208862,208855
