-f--ī,,,,/ɹiː/,री,0
344235,72017,रूपाजीवा,n,n-----f--ā,,,,/ɹuː.pɑː.d͡ʑiː.ʋɑː/,रूपाजीवा,0
344236,72027,रूपास्त्र,n,n-----m--a,,,,/ɹuː.pɑːs.t̪ɹə/,रूपास्त्र,0
344237,72022,रूपावचर,n,n-----m--a,,,,/ɹuː.pɑː.ʋə.t͡ɕə.ɹə/,रूपावचर,0
344238,72024,रूपावली,n,n-----f--ī,,,,/ɹuː.pɑː.ʋə.liː/,रूपावली,0
344239,79602,रूपावत,n,n-----m--a,,,,/ɹuː.pɑː.ʋə.t̪ə/,रूपावत,0
344240,79604,रूपावत्यलंकरण,n,n-----n--a,,,,/ɹuː.pɑː.ˈʋət̪.jə.ləŋ.kə.ɹə.ɳə/,रूपावत्य्-अलंकरण,0
344241,72023,रूपावतार,n,n-----m--a,,,,/ɹuː.pɑː.ʋə.t̪ɑː.ɹə/,रूपावतार,0
344242,79603,रूपावती,n,n-----f--ī,,,,/ɹuː.pɑː.ʋə.t̪iː/,रूपावती,0
344243,72020,रूपायतन,n,n-----n--a,,,,/ɹuː.pɑː.jə.t̪ə.nə/,रूपायतन,0
344244,72021,रूपायुधभृत्,a,ap----a--c,,,,/ɹuː.pɑː.ju.d̪ʰə.bʱɹ̩t̪/,रूपायुध-भृत्,0
344245,72026,रूपाश्रय,a,ap----a--a,,,,/ɹuːpɑːɕɹəjə/,रूपाश्रय,0
344246,,रूपाश्रय,n,n-----m--a,,,,/ɹuːpɑːɕɹəjə/,रूपाश्रय,0
344247,,रूपीकृ,v,v----a--8-,,,,/ɹuː.piː.kɹ̩/,रूपी-कृ,0
344248,79628,रूर,a,ap----a--a,,,,/ɹuː.ɹə/,रूर॔,0
344249,79629,रूवुक,n,n-----m--a,,,,/ɹuː.ʋu.kə/,रूवुक,0
344250,,रूढ,a,ap----a--a,,ap----f--ā=>ा,,/ɹuː.ɖʰə/,रूढ॔,0
344251,71876,रूढ,n,n-----m--a,,,,/ɹuː.ɖʰə/,रूढ॔,0
344253,,रूढग्रन्थि,a,ap----a--i,,,,/ɹuː.ˈɖʰəg.ɹən.t̪ʰi/,रूढ॔-ग्रन्थि,0
344254,,रूढमन्यु,a,ap----a--u,,,,/ɹuː.ɖʰə.mən.ju/,रूढ॔-मन्यु,0
344255,,रूढमूल,a,ap----a--a,,,,/ɹuː.ɖʰə.muː.lə/,रूढ-मूल,0
344256,,रूढमूलत्व,n,n-----n--a,,,,/ɹuː.ɖʰə.muː.ˈlət̪.ʋə/,रूढ॔-मूल-त्व,0
344257,,रूढपरिच्छद,a,ap----a--a,,,,/ɹuː.ɖʰə.pə.ˈɹit͡ɕ.t͡ɕʰə.d̪ə/,रूढ॔-परिच्छद,0
344258,,रूढपर्याय,a,ap----a--a,,,,/ɹuː.ɖʰə.ˈpəɹ.jɑː.jə/,रूढ॔-पर्याय,0
344259,,रूढप्रणय,a,ap----a--a,,,,/ɹuː.ˈɖʰəp.ɹə.ɳə.jə/,रूढ॔-प्रणय,0
344260,,रूढरागप्रवाल,a,ap----a--a,,,,/ɹuː.ɖʰə.ɹɑː.ˈgəp.ɹə.ʋɑː.lə/,रूढ॔-राग-प्रवाल,0
344261,,रूढसौहृद,a,ap----a--a,,,,/ɹuː.ɖʰə.ˈsəौ.ɦɹ̩.d̪ə/,रूढ॔-सौहृद,0
344262,,रूढस्कन्ध,a,ap----a--a,,,,/ɹuː.ˈɖʰəs.kən.d̪ʰə/,रूढ॔-स्कन्ध,0
344263,,रूढतृणाङ्कुर,a,ap----a--a,,,,/ɹuː.ɖʰə.t̪ɹ̩.ɳɑːŋ.ku.ɹə/,रूढ॔-तृणाङ्कुर,0
344264,71888,रूढवचन,n,n-----n--a,,,,/ɹuː.ɖʰə.ʋə.t͡ɕə.nə/,रूढ॔-वचन,0
344265,,रूढवंश,a,ap----a--a,,,,/ɹuː.ɖʰə.ʋə.̃ɕə/,रूढ॔-वंश,0
344266,,रूढव्रण,a,ap----a--a,,,,/ɹuː.ˈɖʰəʋ.ɹə.ɳə/,रूढ॔-व्रण,0
344267,,रूढयौवन,a,ap----a--a,,,,/ɹuː.ɖʰə.ˈjəौ.ʋə.nə/,रूढ॔-यौवन,0
344268,,रूढयोग,a,ap----a--a,,,,/ɹuː.ɖʰə.joː.gə/,रूढ॔-योग,0
344269,,रूढश्मश्रु,a,ap----a--u,,,,/ɹuːɖʰəɕməɕɹu/,रूढ॔-श्मश्रु,0
344270,,रूढशाद्वल,a,ap----a--a,,,,/ɹuː.ɖʰə.ɕɑːd̪.ʋə.lə/,रूढ॔-शाद्वल,0
344271,71894,रूढि,n,n-----f--i,,,,/ɹuː.ɖʰi/,रूढि,0
344272,71895,रूढिशब्द,n,n-----m--a,,,,/ɹuː.ɖʰi.ˈɕəb.d̪ə/,रूढि-शब्द,0
344273,,रूढिशब्दता,n,n-----f--ā,,,,/ɹuː.ɖʰi.ˈɕəb.d̪ə.t̪ɑː/,रूढि-शब्द-ता,0
344274,,रूष्,v,v----a--1- v----a--0-,,,,/ɹuːʂ/,रूष्,0
344275,79631,रूष,n,n-----m--a,,,,/ɹuː.ʂə/,रूष,0
344276,79630,रूष,a,ap----a--a,,ap----f--ā=>ा,,/ɹuː.ʂə/,रूष,0
344277,79632,रूषक,n,n-----m--a,,,,/ɹuː.ʂə.kə/,रूषक,0
344278,79633,रूषण,n,n-----n--a,,,,/ɹuː.ʂə.ɳə/,रूषण,0
344279,79634,रूषित,a,ap----a--a,,,,/ɹuː.ʂi.t̪ə/,रूषित,0
344281,202954,स,r,rp--------,,,,/sə/,स,0
344282,213127,स,n,n-----m--a,,,,/sə/,स,0
344285,,स,a,ap----a--a,,,,/sə/,स,0
344286,,स,n,n-----n--a,,,,/sə/,स,0
344456,9153,सचन,a,ap----a--a,,,,/sə.t͡ɕə.nə/,सचन॔,0
344287,,सबहुमानम्,r,rp--------,,,,/sə.bə.ɦu.mɑː.nəm/,स-बहुमानम्,0
344289,18321,सबल,a,ap----a--a,,,,/sə.bə.lə/,स॔-बल,0
344291,18322,सबल,n,n-----m--a,,,,/sə.bə.lə/,स॔-बल,0
344292,,सबलसिंह,n,n-----m--a,,,,/sə.bə.lə.ˈsĩ.ɦə/,स॔-बल-सिंह,0
344293,,सबलत्व,n,n-----n--a,,,,/sə.bə.ˈlət̪.ʋə/,स॔-बल-त्व,0
344294,,सबलता,n,n-----f--ā,,,,/sə.bə.lə.t̪ɑː/,स॔-बल-ता,0
344295,,सबलवाहन,a,ap----a--a,,,,/sə.bə.lə.ʋɑː.ɦə.nə/,स॔-बल-वाहन,0
344296,218607,सबलि,n,n-----m--i,,,,/sə.bə.li/,स-बलि,0
344297,,सबलि,a,ap----a--i,,,,/sə.bə.li/,स-बलि,0
344298,,सबलानुग,a,ap----a--a,,,,/sə.bə.lɑː.nu.gə/,स॔-बलानुग,0
344299,,सबलात्कारम्,r,rp--------,,,,/sə.bə.lɑːt̪.kɑː.ɹəm/,स॔-बलात्-कारम्,0
344300,18318,सबन्ध,a,ap----a--a,,,,/sə.bən.d̪ʰə/,स-बन्ध,0
344301,,सबन्धक,a,ap----a--a,,,,/sə.bən.d̪ʰə.kə/,स-बन्धक,0
344302,18319,सबन्धु,a,ap----a--u,,,,/sə.bən.d̪ʰu/,स॔-बन्धु,0
344303,,सबर्,n,n-----n--c,,,,/sə.bəɹ/,सबर्,0
344304,18344,सबर्धु,a,ap----a--u,,,,/sə.ˈbəɹ.d̪ʰu/,सबर्-धु॔,0
344305,18342,सबर्दुघ,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈbəɹ.d̪u.gʰə/,सबर्-दु॔घ,0
344306,,सबर्दुह्,a,ap----a--c,,,,/sə.ˈbəɹ.d̪uɦ/,सबर्-दु॔ह्,0
344307,,सबर्हिस्,a,ap----a-si,,,,/sə.ˈbəɹ.ɦis/,स-बर्हिस्,0
344308,,सब्द,n,n-----m--a,,,,/ˈsəb.d̪ə/,सब्द,0
344309,18349,सभद्रमुस्त,a,ap----a--a,,,,/sə.ˈbʱəd̪.ɹə.ˈmus.t̪ə/,स-भद्र-मुस्त,0
344310,18346,सभक्तिकम्,r,rp--------,,,,/sə.ˈbʱək.t̪i.kəm/,स-भक्तिकम्,0
344311,18347,सभक्ष,n,n-----m--a,,,,/sə.ˈbʱək.ʂə/,स-भक्ष,0
344312,18351,सभरस्,a,ap----a-sa,,,,/sə.bʱə.ɹəs/,स-भरस्,0
344313,18352,सभर्तृका,n,n-----f--ā,,,,/sə.ˈbʱəɹ.t̪ɹ̩.kɑː/,स-भर्तृका,0
344314,,सभस्मद्विज,n,n-----m--a,,,,/sə.ˈbʱəs.ˈməd̪.ʋi.d͡ʑə/,स-भस्म-द्विज,0
344315,,सभस्मक,a,ap----a--a,,,,/sə.ˈbʱəs.mə.kə/,स-भस्मक,0
344316,18355,सभस्मन्,a,ap----a--n,,,,/sə.ˈbʱəs.mən/,स-भस्मन्,0
344317,18353,सभव,n,n-----m--a,,,,/sə.bʱə.ʋə/,स-भव,0
344318,,सभय,a,ap----a--a,,ap----f--ā=>ा,,/sə.bʱə.jə/,स-भय,0
344319,,सभयम्,r,rp--------,,,,/sə.bʱə.jəm/,स-भयम्,0
344320,18348,सभङ्ग,a,ap----a--a,,,,/sə.bʱəŋ.gə/,स-भङ्ग,0
344321,,सभङ्गश्लेष,n,n-----m--a,,,,/səbʱəŋgəɕleːʂə/,स-भङ्ग-श्लेष,0
344322,18427,सभेय,a,ap----a--a,,,,/sə.bʱeː.jə/,सभे॔य,0
344323,18421,सभेश्वरस्तोत्र,n,n-----n--a,,,,/səbʱeːɕʋəɹəst̪oːt̪ɹə/,सभेश्वर-स्तोत्र,0
344324,18425,सभिक,n,n-----m--a,,,,/sə.bʱi.kə/,सभिक,0
344325,18422,सभोचित,a,ap----a--a,,,,/sə.bʱoː.t͡ɕi.t̪ə/,सभोचित,0
344326,18423,सभोचित,n,n-----m--a,,,,/sə.bʱoː.t͡ɕi.t̪ə/,सभोचित,0
344327,,सभोद्देश,n,n-----m--a,,,,/sə.bʱoːd̪.d̪eː.ɕə/,सभोद्देश,0
344328,,सभोपविष्ट,a,ap----a--a,,,,/sə.bʱoː.pə.ˈʋiʂ.ʈə/,सभोपविष्ट,0
344329,,सभ्रातृ,a,ap----a--r,,,,/ˈsəbʱ.ɹɑː.t̪ɹ̩/,स-भ्रातृ,0
344330,,सभ्रातृक,a,ap----a--a,,,,/ˈsəbʱ.ɹɑː.t̪ɹ̩.kə/,स-भ्रातृक,0
344331,,सभ्रूभङ्ग,a,ap----a--a,,,,/ˈsəbʱ.ɹuː.bʱəŋ.gə/,स-भ्रू-भङ्ग,0
344332,,सभ्रूभङ्गम्,r,rp--------,,,,/ˈsəbʱ.ɹuː.bʱəŋ.gəm/,स-भ्रू-भङ्गम्,0
344333,18375,सभ्रूभेदम्,r,rp--------,,,,/ˈsəbʱ.ɹuː.bʱeː.d̪əm/,स-भ्रू-भेदम्,0
344334,18373,सभ्रूक्षेपम्,r,rp--------,,,,/ˈsəbʱ.ɹuːk.ʂeː.pəm/,स-भ्रू-क्षेपम्,0
344335,18376,सभ्रूविलासम्,r,rp--------,,,,/ˈsəbʱ.ɹuː.ʋi.lɑː.səm/,स-भ्रू-विलासम्,0
344339,18429,सभ्य,n,n-----m--a,,,,/ˈsəbʱ.jə/,स॔भ्य,0
344340,18428,सभ्य,a,ap----a--a,,,,/ˈsəbʱ.jə/,स॔भ्य,0
344341,18430,सभ्यकण्ठाभरण,n,n-----n--a,,,,/ˈsəbʱ.jə.ˈkəɳ.ʈʰɑː.bʱə.ɹə.ɳə/,स॔भ्य-कण्ठाभरण,0
344342,18431,सभ्यतम,a,ap----a--a,,,,/ˈsəbʱ.jə.t̪ə.mə/,स॔भ्य-तम,0
344343,18432,सभ्यतम,n,n-----m--a,,,,/ˈsəbʱ.jə.t̪ə.mə/,स॔भ्य-तम,0
344344,,सभ्यत्व,n,n-----n--a,,,,/ˈsəbʱ.ˈjət̪.ʋə/,स॔भ्य-त्व,0
344345,18433,सभ्यता,n,n-----f--ā,,,,/ˈsəbʱ.jə.t̪ɑː/,स॔भ्य-ता,0
344346,18436,सभ्येतर,a,ap----a--a,,,,/ˈsəbʱ.jeː.t̪ə.ɹə/,सभ्येतर,0
344347,18434,सभ्याभरण,n,n-----n--a,,,,/ˈsəbʱ.jɑː.bʱə.ɹə.ɳə/,सभ्याभरण,0
344348,18435,सभ्याभिनवयति,n,n-----m--i,,,,/ˈsəbʱ.jɑː.bʱi.nə.ʋə.jə.t̪i/,सभ्याभिनव-यति,0
344349,18377,सभा,n,n-----f--ā,,,n-----n--a=सभासभ,/sə.bʱɑː/,सभा॔,0
344350,,सभाचर,a,ap----a--a,,,,/sə.bʱɑː.t͡ɕə.ɹə/,सभा॔-चर॔,0
344351,18385,सभाचार,n,n-----m--a,,,,/sə.bʱɑː.t͡ɕɑː.ɹə/,सभा॔चार,0
344352,18384,सभाचातुर्य,n,n-----n--a,,,,/sə.bʱɑː.t͡ɕɑː.ˈt̪uɹ.jə/,सभा॔-चातुर्य,0
344353,18387,सभाधैर्य,n,n-----n--a,,,,/sə.bʱɑː.d̪ʰɑːi.ɹjə/,सभा॔-धैर्य,0
344354,18381,सभाग,a,ap----a--a,,,,/sə.bʱɑː.gə/,सभा॔-ग॔,0
344355,18381,सभाग,a,ap----a--a,,,,/sə.bʱɑː.gə/,स-भाग,0
344356,,सभागत,a,ap----a--a,,,,/sə.bʱɑː.gə.t̪ə/,सभा॔-गत,0
344357,,सभागता,n,n-----f--ā,,,,/sə.bʱɑː.gə.t̪ɑː/,स-भाग-ता,0
344358,18357,सभाग्य,a,ap----a--a,,ap----f--ā=>ा,,/sə.bʱɑːg.jə/,स-भाग्य,0
344359,,सभागृह,n,n-----n--a,,,,/sə.bʱɑː.gɹ̩.ɦə/,सभा॔-गृह,0
344360,,सभाज्,v,v----a--0-,,,,/sə.bʱɑːd͡ʑ/,सभाज्,0
344361,18437,सभाजन,n,n-----n--a,,,,/sə.bʱɑː.d͡ʑə.nə/,सभाजन,0
344362,18358,सभाजन,a,ap----a--a,,,,/sə.bʱɑː.d͡ʑə.nə/,स-भाजन,0
344363,18438,सभाजित,a,ap----a--a,,,,/sə.bʱɑː.d͡ʑi.t̪ə/,सभाजित,0
344364,18439,सभाज्य,a,ap----a--a,,,,/sə.bʱɑːd͡ʑ.jə/,सभाज्य,0
344365,18379,सभाकौमुदी,n,n-----f--ī,,,,/sə.bʱɑː.ˈkəौ.mu.d̪iː/,सभा॔-कौमुदी,0
344366,,सभाकार,n,n-----m--a,,,,/sə.bʱɑː.kɑː.ɹə/,सभा॔-कार,0
344367,18380,सभाक्ष,n,n-----m--a,,,,/sə.bʱɑːk.ʂə/,सभा॔क्ष,0
344368,,सभामध्ये,r,rp--------,,,,/sə.bʱɑː.ˈməd̪ʰ.jeː/,सभा॔-मध्ये,0
344369,18399,सभामण्डन,n,n-----n--a,,,,/sə.bʱɑː.ˈməɳ.ɖə.nə/,सभा॔-मण्डन,0
344370,18400,सभामण्डप,n,n-----m--a,,,,/sə.bʱɑː.ˈməɳ.ɖə.pə/,सभा॔-मण्डप,0
344371,18388,सभानर,n,n-----m--a,,,,/sə.bʱɑː.nə.ɹə/,सभा॔-नर,0
344372,18391,सभान्तरे,r,rp--------,,,,/sə.bʱɑːn.t̪ə.ɹeː/,सभा॔न्तरे,0
344373,18390,सभानायक,n,n-----m--a,,,,/sə.bʱɑː.nɑː.jə.kə/,सभा॔-नायक,0
344374,18389,सभानाटक,n,n-----n--a,,,,/sə.bʱɑː.nɑː.ʈə.kə/,सभा॔-नाटक,0
344375,18393,सभापरिषद्,n,n-----f--c,,,,/sə.bʱɑː.pə.ɹi.ʂəd̪/,सभा॔-परिषद्,0
344376,18394,सभापर्वन्,n,n-----n--n,,,,/sə.bʱɑː.ˈpəɹ.ʋən/,सभा॔-पर्वन्,0
344377,18392,सभापति,n,n-----m--i,,,,/sə.bʱɑː.pə.t̪i/,सभा॔-प॔ति,0
344378,,सभापतिविलास,n,n-----m--a,,,,/sə.bʱɑː.pə.t̪i.ʋi.lɑː.sə/,सभा॔-प॔ति-विलास,0
344379,,सभाप्रपादिन्,a,ap----a--n,,,,/sə.bʱɑːp.ɹə.pɑː.d̪in/,सभा॔-प्रपादिन्,0
344380,18398,सभाप्रवेशन,n,n-----n--a,,,,/sə.bʱɑːp.ɹə.ʋeː.ɕə.nə/,सभा॔-प्रवेशन,0
344381,18395,सभापाल,n,n-----m--a,,,,/sə.bʱɑː.pɑː.lə/,सभा॔-पाल,0
344382,18396,सभापूजा,n,n-----f--ā,,,,/sə.bʱɑː.puː.d͡ʑɑː/,सभा॔-पूजा,0
344383,18360,सभारता,n,n-----f--ā,,,,/sə.bʱɑː.ɹə.t̪ɑː/,स-भार-ता,0
344384,18403,सभारञ्जन,n,n-----n--a,,,,/sə.bʱɑː.ɹəɲ.d͡ʑə.nə/,सभा॔-रञ्जन,0
344385,18404,सभारण्यवितङ्कवत्,a,ap----a--c,,,,/sə.bʱɑː.ˈɹəɳ.jə.ʋi.t̪əŋ.kə.ʋət̪/,सभा॔रण्य-वितङ्क-वत्,0
344386,,सभार्य,a,ap----a--a,,,,/sə.bʱɑːɹ.jə/,स-भार्य,0
344387,18362,सभार्यक,a,ap----a--a,,,,/sə.bʱɑːɹ.jə.kə/,स-भार्यक,0
344388,18410,सभासद्,n,n-----m--c,,,,/sə.bʱɑː.səd̪/,सभा॔-स॔द्,0
344389,18411,सभासद,n,n-----m--a,,,,/sə.bʱɑː.sə.d̪ə/,सभा॔-सद,0
344390,,सभासंनयन,n,n-----n--a,,,,/sə.bʱɑː.ˈsə̃.nə.jə.nə/,सभा॔-संनयन,0
344391,18414,सभासिंह,n,n-----m--a,,,,/sə.bʱɑː.ˈsĩ.ɦə/,सभा॔-सिंह,0
344392,,सभास्थ,a,ap----a--a,,,,/sə.bʱɑːs.t̪ʰə/,सभा॔-स्थ,0
344393,18418,सभास्थ,n,n-----m--a,,,,/sə.bʱɑːs.t̪ʰə/,सभा॔-स्थ,0
344394,18420,सभास्थानस्थ,a,ap----a--a,,,,/sə.bʱɑːs.t̪ʰɑː.ˈnəs.t̪ʰə/,सभा॔-स्थान-स्थ,0
344395,18419,सभास्थाणु,n,n-----m--u,,,,/sə.bʱɑːs.t̪ʰɑː.ɳu/,सभा॔-स्थाणु॔,0
344396,18416,सभास्तार,n,n-----m--a,,,,/sə.bʱɑːs.t̪ɑː.ɹə/,सभास्तार,0
344397,18413,सभासाह,n,n-----m--a,,,,/sə.bʱɑː.sɑː.ɦə/,सभा॔-साह॔,0
344398,,सभासीन,a,ap----a--a,,,,/sə.bʱɑː.siː.nə/,सभा॔सीन,0
344399,18386,सभातरंग,n,n-----m--a,,,,/sə.bʱɑː.t̪ə.ɹəŋ.gə/,सभा॔-तरंग,0
344400,18363,सभावन,n,n-----m--a,,,,/sə.bʱɑː.ʋə.nə/,स-भावन,0
344401,18407,सभावसर,n,n-----m--a,,,,/sə.bʱɑː.ʋə.sə.ɹə/,सभा॔वसर,0
344402,18405,सभावत्,a,ap----a--c,,,,/sə.bʱɑː.ʋət̪/,सभा॔-वत्,0
344403,18406,सभावशकर,a,ap----a--a,,,,/sə.bʱɑː.ʋə.ɕə.kə.ɹə/,सभा॔-वश-कर,0
344404,18408,सभाविन्,n,n-----m--n,,,,/sə.bʱɑː.ʋin/,सभा॔-वि॔न्,0
344405,18409,सभाविनोद,n,n-----m--a,,,,/sə.bʱɑː.ʋi.noː.d̪ə/,सभा॔-विनोद,0
344406,18402,सभायोग्य,a,ap----a--a,,,,/sə.bʱɑː.joːg.jə/,सभा॔-योग्य,0
344407,,सभाण्ड,a,ap----a--a,,,,/sə.bʱɑːɳ.ɖə/,स-भाण्ड,0
344408,18426,सभीक,n,n-----m--a,,,,/sə.bʱiː.kə/,सभीक,0
344409,18365,सभीम,a,ap----a--a,,,,/sə.bʱiː.mə/,स-भीम,0
344410,,सभीति,a,ap----a--i,,,,/sə.bʱiː.t̪i/,स-भीति,0
344411,18367,सभूमि,a,ap----a--i,,,,/sə.bʱuː.mi/,स-भूमि,0
344412,,सभूत,a,ap----a--a,,,,/sə.bʱuː.t̪ə/,स-भूत,0
344413,18368,सभृकुटीमुख,a,ap----a--a,,,,/sə.bʱɹ̩.ku.ʈiː.mu.kʰə/,स-भृ-कुटी-मुख,0
344414,18369,सभृति,a,ap----a--i,,,,/sə.bʱɹ̩.t̪i/,स-भृति,0
344415,,सभृत्य,a,ap----a--a,,,,/sə.ˈbʱɹ̩t̪.jə/,स-भृत्य,0
344416,18333,सबिन्दु,n,n-----m--u,,,,/sə.bin.d̪u/,स-बिन्दु,0
344417,,सब्रह्मचारिक,n,n-----m--a,,,,/ˈsəb.ˈɹəɦ.mə.t͡ɕɑː.ɹi.kə/,स-ब्रह्मचारिक,0
344418,18339,सब्रह्मचारिन्,a,ap----a--n,,,,/ˈsəb.ˈɹəɦ.mə.t͡ɕɑː.ɹin/,स-ब्रह्मचारिन्,0
344419,18338,सब्रह्मचारिन्,n,n-----m--n,,,n-----f--ī=सब्रह्मचारिन्इणी,/ˈsəb.ˈɹəɦ.mə.t͡ɕɑː.ɹin/,स-ब्रह्मचारिन्,0
344420,,सब्रह्मक,a,ap----a--a,,,,/ˈsəb.ˈɹəɦ.mə.kə/,स-ब्रह्मक,0
344421,,सब्राह्मण,a,ap----a--a,,,,/ˈsəb.ɹɑːɦ.mə.ɳə/,स-ब्राह्मण,0
344422,18341,सब्राह्मणस्पत्य,a,ap----a--a,,,,/ˈsəb.ɹɑːɦ.mə.ˈɳəs.ˈpət̪.jə/,स-ब्राह्मणस्पत्य,0
344423,,सबुव,a,ap----a--a,,,,/sə.bu.ʋə/,स-बु॔व,0
344424,18345,सब्व,n,n-----n--a,,,,/ˈsəb.ʋə/,सब्व॔,0
344425,18326,सबाध्,a,ap----a--c,,,,/sə.bɑːd̪ʰ/,स-बा॔ध्,0
344426,18327,सबाध,a,ap----a--a,,,,/sə.bɑː.d̪ʰə/,स-बाध,0
344427,219614,सबाधस्,a,ap----a-sa,,,,/sə.bɑː.d̪ʰəs/,स-बा॔धस्,0
344428,,सबाधस्,r,rp--------,,,,/sə.bɑː.d̪ʰəs/,स-बा॔धस्,0
344429,,सबाधस्,n,n-----m-sa,,,,/sə.bɑː.d̪ʰəs/,स-बा॔धस्,0
344430,,सबाह्यान्तह्करण,a,ap----a--a,,,,/sə.bɑːɦ.jɑːn.ˈt̪əh.kə.ɹə.ɳə/,स-बाह्यान्तः-करण,0
344431,,सबालवृद्ध,a,ap----a--a,,,,/sə.bɑː.lə.ˈʋɹ̩d̪.d̪ʰə/,स-बाल-वृद्ध,0
344432,,सबान्धव,a,ap----a--a,,,,/sə.bɑːn.d̪ʰə.ʋə/,स-बान्धव,0
344433,,सबाष्प,a,ap----a--a,,ap----f--ā=>ा,,/sə.bɑːʂ.pə/,स-बाष्प,0
344434,,सबाष्पगद्गदम्,r,rp--------,,,,/sə.bɑːʂ.pə.ˈgəd̪.gə.d̪əm/,स-बाष्प-गद्गदम्,0
344435,18331,सबाष्पक,a,ap----a--a,,,,/sə.bɑːʂ.pə.kə/,स-बाष्पक,0
344436,,सबाष्पम्,r,rp--------,,,,/sə.bɑːʂ.pəm/,स-बाष्पम्,0
344437,18335,सबीभत्सम्,r,rp--------,,,,/sə.biː.ˈbʱət̪.səm/,स-बीभत्सम्,0
344438,18334,सबीज,a,ap----a--a,,ap----f--ā=>ा,,/sə.biː.d͡ʑə/,स-बीज,0
344439,,सबीजत्व,n,n-----n--a,,,,/sə.biː.ˈd͡ʑət̪.ʋə/,स-बीज-त्व,0
344440,,सच्,v,v----d--1- v----a--1-,,,,/sət͡ɕ/,सच्,0
344441,,सच्,v,v----a----,,,,/sət͡ɕ/,सच्,0
344442,9149,सच,a,ap----a--a,,,,/sə.t͡ɕə/,सच,0
344443,,सचैल,a,ap----a--a,,,,/sə.t͡ɕɑːi.lə/,स-चैल,0
344444,,सचैलम्,r,rp--------,,,,/sə.t͡ɕɑːi.ləm/,स-चैलम्,0
344445,,सचैतन्य,a,ap----a--a,,,,/sə.t͡ɕɑːi.t̪ən.jə/,स-चैतन्य,0
344446,9163,सचकित,a,ap----a--a,,,,/sə.t͡ɕə.ki.t̪ə/,स-चकित,0
344447,,सचकितम्,r,rp--------,,,,/sə.t͡ɕə.ki.t̪əm/,स-चकितम्,0
344448,,सचक्र,a,ap----a--a,,ap----f--ā=>ा,,/sə.ˈt͡ɕək.ɹə/,स-चक्र,0
344449,,सचक्रम्,r,rp--------,,,,/sə.ˈt͡ɕək.ɹəm/,स-चक्रम्,0
344450,,सचक्रिन्,n,n-----m--n,,,,/sə.ˈt͡ɕək.ɹin/,स-चक्रि॔न्,0
