,भूमिपतित्व,n,n-----n--a,,,,/bʱuː.mi.pə.ˈt̪it̪.ʋə/,भूमि-पति-त्व,0
233432,,बिल्वमङ्गलटीका,n,n-----f--ā,,,,/ˈbil.ʋə.məŋ.gə.lə.ʈiː.kɑː/,बिल्व-मङ्गल-टी॔का,0
233433,,बिल्वमात्र,a,ap----a--a,,,,/ˈbil.ʋə.mɑːt̪.ɹə/,बिल्व॔-मात्र,0
233434,,बिल्वमात्र,n,n-----n--a,,,,/ˈbil.ʋə.mɑːt̪.ɹə/,बिल्व॔-मात्र,0
233435,148207,बिल्वनाथ,n,n-----m--a,,,,/ˈbil.ʋə.nɑː.t̪ʰə/,बिल्व॔-नाथ,0
233436,148209,बिल्वपर्णी,n,n-----f--ī,,,,/ˈbil.ʋə.ˈpəɹ.ɳiː/,बिल्व॔-पर्णी,0
233437,148953,बिल्वपत्त्र,n,n-----m--a,,,,/ˈbil.ʋə.ˈpət̪.t̪ɹə/,बिल्व॔-पत्त्र,0
233438,,बिल्वपत्त्रमय,a,ap----a--a,,ap----f--ī=>ी,,/ˈbil.ʋə.ˈpət̪.t̪ɹə.mə.jə/,बिल्व॔-पत्त्र-मय,0
233439,148208,बिल्वपत्त्रिका,n,n-----f--ā,,,,/ˈbil.ʋə.ˈpət̪.t̪ɹi.kɑː/,बिल्व॔-पत्त्रिका,0
233440,,बिल्वपेशिका,n,n-----f--ā,,,,/ˈbil.ʋə.peː.ɕi.kɑː/,बिल्व॔-पेशिका,0
233441,,बिल्वपेशी,n,n-----f--ī,,,,/ˈbil.ʋə.peː.ɕiː/,बिल्व॔-पेशी,0
233442,148210,बिल्वपाण्डर,n,n-----m--a,,,,/ˈbil.ʋə.pɑːɳ.ɖə.ɹə/,बिल्व॔-पाण्डर,0
233443,148211,बिल्वपाण्डुर,n,n-----m--a,,,,/ˈbil.ʋə.pɑːɳ.ɖu.ɹə/,बिल्व॔-पाण्डुर,0
233444,148204,बिल्वतेजस्,n,n-----m-sa,,,,/ˈbil.ʋə.t̪eː.d͡ʑəs/,बिल्व॔-तेजस्,0
233445,,बिल्ववन,n,n-----n--a,,,,/ˈbil.ʋə.ʋə.nə/,बिल्व॔-वन,0
233446,,बिल्ववनमाहात्म्य,n,n-----n--a,,,,/ˈbil.ʋə.ʋə.nə.mɑː.ɦɑːt̪.mjə/,बिल्व॔-वन-माहात्म्य,0
233447,148218,बिल्वेश्वरमाहात्म्य,n,n-----n--a,,,,/bilʋeːɕʋəɹəmɑːɦɑːt̪mjə/,बिल्वेश्वर-माहात्म्य,0
233448,148219,बिल्वोदकेश्वर,n,n-----m--a,,,,/bilʋoːd̪əkeːɕʋəɹə/,बिल्वोद-केश्वर,0
233449,148220,बिल्वोपनिषद्,n,n-----f--c,,,,/ˈbil.ʋoː.pə.ni.ʂəd̪/,बिल्वोपनिषद्,0
233450,148951,बिल्वा,n,n-----f--ā,,,,/ˈbil.ʋɑː/,बिल्वा,0
233451,148957,बिल्वाम्रक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बिल्वाम्रक",/ˈbil.ʋɑːm.ɹə.kə/,बिल्वाम्रक,0
233452,,बिल्वाम्रकमाहात्म्य,n,n-----n--a,,,,/ˈbil.ʋɑːm.ɹə.kə.mɑː.ɦɑːt̪.mjə/,बिल्वाम्रक-माहात्म्य,0
233453,148217,बिल्वान्तर,n,n-----m--a,,,,/ˈbil.ʋɑːn.t̪ə.ɹə/,बिल्वान्तर,0
233454,148958,बिल्वारण्यमाहात्म्य,n,n-----n--a,,,,/ˈbil.ʋɑː.ˈɹəɳ.jə.mɑː.ɦɑːt̪.mjə/,बिल्वारण्य-माहात्म्य,0
233455,,बिल्वाष्टक,n,n-----n--a,,,,/ˈbil.ʋɑːʂ.ʈə.kə/,बिल्वाष्टक,0
233456,148224,बिलाल,n,n-----m--a,,,,/bi.lɑː.lə/,बिलाल,0
233457,148196,बिलासिन्,n,n-----m--n,,,,/bi.lɑː.sin/,बिलासिन्,0
233458,148195,बिलायन,n,n-----n--a,,,,/bi.lɑː.jə.nə/,बिलायन,0
233460,,बिम्ब,a,ap----a--a,,ap----f--ā=>ा,,/bim.bə/,बिम्ब,0
233461,148931,बिम्ब,n,n-----n--a,,,,/bim.bə/,बिम्ब,0
233462,148928,बिम्ब,n,n-----m--a,,,,/bim.bə/,बिम्ब,0
233463,148173,बिम्बजा,n,n-----f--ā,,,,/bim.bə.d͡ʑɑː/,बिम्ब-जा,0
233464,148182,बिम्बक,n,n-----n--a,,,n-----f--ā=बिम्बकइका,/bim.bə.kə/,बिम्बक,0
233465,148183,बिम्बकि,n,n-----m--i,,,,/bim.bə.ki/,बिम्बकि,0
233466,148175,बिम्बलक्षण,n,n-----n--a,,,,/bim.bə.ˈlək.ʂə.ɳə/,बिम्ब-लक्षण,0
233467,,बिम्बफल,n,n-----n--a,,,,/bim.bə.pʰə.lə/,बिम्ब-फल,0
233468,,बिम्बफलाधरोष्ठ,a,ap----a--a,,,,/bim.bə.pʰə.lɑː.d̪ʰə.ɹoːʂ.ʈʰə/,बिम्ब-फलाधर्ऽओष्ठ,0
233469,,बिम्बप्रतिबिम्बभाव,n,n-----m--a,,,,/bim.ˈbəp.ɹə.t̪i.bim.bə.bʱɑː.ʋə/,बिम्ब-प्रतिबिम्ब-भाव,0
233470,,बिम्बप्रतिबिम्बत्व,n,n-----n--a,,,,/bim.ˈbəp.ɹə.t̪i.bim.ˈbət̪.ʋə/,बिम्ब-प्रतिबिम्ब-त्व,0
233471,,बिम्बप्रतिबिम्बता,n,n-----f--ā,,,,/bim.ˈbəp.ɹə.t̪i.bim.bə.t̪ɑː/,बिम्ब-प्रतिबिम्ब-ता,0
233472,,बिम्बप्रतिबिम्बवाद,n,n-----m--a,,,,/bim.ˈbəp.ɹə.t̪i.bim.bə.ʋɑː.d̪ə/,बिम्ब-प्रतिबिम्ब-वाद,0
233473,148932,बिम्बप्रतिष्ठा,n,n-----f--ā,,,,/bim.ˈbəp.ɹə.ˈt̪iʂ.ʈʰɑː/,बिम्ब-प्रतिष्ठा,0
233474,,बिम्बप्रतिष्ठाविधि,n,n-----m--i,,,,/bim.ˈbəp.ɹə.ˈt̪iʂ.ʈʰɑː.ʋi.d̪ʰi/,बिम्ब-प्रतिष्ठा-विधि,0
233475,148934,बिम्बर,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बिम्बर",/bim.bə.ɹə/,बिम्बर,0
233476,148174,बिम्बतत्त्वप्रकाशिका,n,n-----f--ā,,,,/bim.bə.ˈt̪ət̪.ˈt̪ʋəp.ɹə.kɑː.ɕi.kɑː/,बिम्ब-तत्त्व-प्रकाशिका,0
233477,,बिम्बट,n,n-----m--a,,,,/bim.bə.ʈə/,बिम्बट,0
233478,148179,बिम्बेश्वर,n,n-----m--a,,,,/bimbeːɕʋəɹə/,बिम्बेश्वर,0
233479,148935,बिम्बिनी,n,n-----f--ī,,,,/bim.bi.niː/,बिम्बिनी,0
233480,148186,बिम्बिसार,n,n-----m--a,,,,/bim.bi.sɑː.ɹə/,बिम्बि-सार,0
233481,148185,बिम्बित,a,ap----a--a,,,,/bim.bi.t̪ə/,बिम्बित,0
233482,,बिम्बिय,n,n-----m--a,,,,/bim.bi.jə/,बिम्बिय,0
233483,148188,बिम्बोक,n,n-----m--a,,,,/bim.boː.kə/,बिम्बोक,0
233484,148180,बिम्बोपधान,n,n-----n--a,,,,/bim.boː.pə.d̪ʰɑː.nə/,बिम्बोपधान,0
233485,148181,बिम्बोष्ठ,a,ap----a--a,,ap----f--ī=>ी,,/bim.boːʂ.ʈʰə/,बिम्ब्ऽ-ओष्ठ,0
233486,148187,बिम्बु,n,n-----m--u,,,,/bim.bu/,बिम्बु,0
233488,148929,बिम्बा,n,n-----f--ā,,,,/bim.bɑː/,बिम्बा,0
233490,,बिम्बाधर,n,n-----m--a,,,,/bim.bɑː.d̪ʰə.ɹə/,बिम्बाधर,0
233491,148176,बिम्बागत,a,ap----a--a,,,,/bim.bɑː.gə.t̪ə/,बिम्बागत,0
233492,148178,बिम्बानुबिम्बत्व,n,n-----n--a,,,,/bim.bɑː.nu.bim.ˈbət̪.ʋə/,बिम्बानुबिम्ब-त्व,0
233493,,बिम्बाव,n,n-----n--a,,,,/bim.bɑː.ʋə/,बिम्बाव,0
233495,148930,बिम्बी,n,n-----f--ī,,,,/bim.biː/,बिम्बी,0
233496,,बिन्द्,v,v----a--1-,,,,/bind̪/,बिन्द्,0
233497,148910,बिन्दवीय,n,n-----m--a,,,,/bin.d̪ə.ʋiː.jə/,बिन्दवीय,0
233498,,बिन्दवीय,a,ap----a--a,,,,/bin.d̪ə.ʋiː.jə/,बिन्दवीय,0
233500,148912,बिन्दु,n,n-----m--u,,,,/bin.d̪u/,बिन्दु॔,0
233504,148150,बिन्दुभेद,n,n-----m--a,,,,/bin.d̪u.bʱeː.d̪ə/,बिन्दु॔-भेद,0
233505,148149,बिन्दुब्रह्मानन्दीय,n,n-----n--a,,,,/bin.ˈd̪ub.ˈɹəɦ.mɑː.nən.d̪iː.jə/,बिन्दु॔-ब्रह्मानन्दीय,0
233506,148140,बिन्दुचित्र,n,n-----m--a,,,,/bin.d̪u.ˈt͡ɕit̪.ɹə/,बिन्दु॔-चित्र,0
233507,148141,बिन्दुचित्रक,n,n-----m--a,,,,/bin.d̪u.ˈt͡ɕit̪.ɹə.kə/,बिन्दु॔-चित्रक,0
233508,148144,बिन्दुदेव,n,n-----m--a,,,,/bin.d̪u.d̪eː.ʋə/,बिन्दु॔-देव,0
233509,148139,बिन्दुघृत,n,n-----n--a,,,,/bin.d̪u.gʰɹ̩.t̪ə/,बिन्दु॔-घृत,0
233510,148160,बिन्दुह्रद,n,n-----m--a,,,,/bin.ˈd̪uɦ.ɹə.d̪ə/,बिन्दु॔-ह्रद,0
233511,,बिन्दुजाल,n,n-----n--a,,,,/bin.d̪u.d͡ʑɑː.lə/,बिन्दु॔-जाल,0
233512,148143,बिन्दुजालक,n,n-----n--a,,,,/bin.d̪u.d͡ʑɑː.lə.kə/,बिन्दु॔-जालक,0
233513,148162,बिन्दुक,n,n-----m--a,,,,/bin.d̪u.kə/,बिन्दुक,0
233514,148163,बिन्दुकित,a,ap----a--a,,,,/bin.d̪u.ki.t̪ə/,बिन्दुकित,0
233515,148165,बिन्दुल,n,n-----m--a,,,,/bin.d̪u.lə/,बिन्दुल,0
233516,148917,बिन्दुमत्,a,ap----a--c,,,,/bin.d̪u.mət̪/,बिन्दु॔-मत्,0
233517,,बिन्दुमत्,n,n-----m--c,,,,/bin.d̪u.mət̪/,बिन्दु॔-मत्,0
233518,148919,बिन्दुमती,n,n-----f--ī,,,,/bin.d̪u.mə.t̪iː/,बिन्दु॔-मती,0
233524,148151,बिन्दुमाधव,n,n-----m--a,,,,/bin.d̪u.mɑː.d̪ʰə.ʋə/,बिन्दु॔-माधव,0
233525,148152,बिन्दुमालिन्,n,n-----m--n,,,,/bin.d̪u.mɑː.lin/,बिन्दु॔-मालिन्,0
233526,148145,बिन्दुनाथ,n,n-----m--a,,,,/bin.d̪u.nɑː.t̪ʰə/,बिन्दु॔-नाथ,0
233527,148146,बिन्दुपत्त्र,n,n-----m--a,,,,/bin.d̪u.ˈpət̪.t̪ɹə/,बिन्दु॔-पत्त्र,0
233528,148916,बिन्दुपत्त्रक,n,n-----m--a,,,,/bin.d̪u.ˈpət̪.t̪ɹə.kə/,बिन्दु॔-पत्त्रक,0
233529,148148,बिन्दुफल,n,n-----n--a,,,,/bin.d̪u.pʰə.lə/,बिन्दु॔-फल,0
233530,148147,बिन्दुप्रतिष्ठामय,a,ap----a--a,,ap----f--ī=>ी,,/bin.ˈd̪up.ɹə.ˈt̪iʂ.ʈʰɑː.mə.jə/,बिन्दु॔-प्रतिष्ठा-मय,0
233531,148164,बिन्दुरक,n,n-----m--a,,,,/bin.d̪u.ɹə.kə/,बिन्दुरक,0
233532,148154,बिन्दुरेखक,n,n-----m--a,,,,/bin.d̪u.ɹeː.kʰə.kə/,बिन्दु॔-रेखक,0
233533,148155,बिन्दुरेखा,n,n-----f--ā,,,,/bin.d̪u.ɹeː.kʰɑː/,बिन्दु॔-रेखा,0
233534,148153,बिन्दुराजि,n,n-----m--i,,,,/bin.d̪u.ɹɑː.d͡ʑi/,बिन्दु॔-राजि,0
233535,148921,बिन्दुसरस्,n,n-----n-sa,,,,/bin.d̪u.sə.ɹəs/,बिन्दु॔-सरस्,0
233536,,बिन्दुसरस्तीर्थ,n,n-----n--a,,,,/bin.d̪u.sə.ˈɹəs.t̪iːɹ.t̪ʰə/,बिन्दु॔-सरस्-तीर्थ,0
233537,,बिन्दुसंदीपन,n,n-----n--a,,,,/bin.d̪u.sən.d̪iː.pə.nə/,बिन्दु॔-संदीपन,0
233538,148920,बिन्दुसंग्रह,n,n-----m--a,,,,/bin.d̪u.səŋ.gɹə.ɦə/,बिन्दु॔-संग्रह,0
233539,148159,बिन्दुसेन,n,n-----m--a,,,,/bin.d̪u.seː.nə/,बिन्दु॔-सेन,0
233540,148158,बिन्दुसार,n,n-----m--a,,,,/bin.d̪u.sɑː.ɹə/,बिन्दु॔-सार,0
233541,148913,बिन्दुतन्त्र,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=बिन्दुतन्त्र",/bin.d̪u.t̪ən.t̪ɹə/,बिन्दु॔-तन्त्र,0
233544,,बिन्दुतीर्थ,n,n-----n--a,,,,/bin.d̪u.t̪iːɹ.t̪ʰə/,बिन्दु॔-तीर्थ,0
233545,,बिन्दुतीर्थमाहात्म्य,n,n-----n--a,,,,/bin.d̪u.t̪iːɹ.t̪ʰə.mɑː.ɦɑːt̪.mjə/,बिन्दु॔-तीर्थ-माहात्म्य,0
233546,148156,बिन्दुवासर,n,n-----m--a,,,,/bin.d̪u.ʋɑː.sə.ɹə/,बिन्दु॔-वासर,0
233547,148157,बिन्दुशर्मन्,n,n-----m--n,,,,/bin.d̪u.ˈɕəɹ.mən/,बिन्दु॔-शर्मन्,0
233548,148161,बिन्दूपनिषद्,n,n-----f--c,,,,/bin.d̪uː.pə.ni.ʂəd̪/,बिन्दूपनि॔षद्,0
233550,148189,बिराल,n,n-----m--a,,,,/bi.ɹɑː.lə/,बिराल,0
233551,,बिस्,v,v----a--4-,,,,/bis/,बिस्,0
233552,,बिस,a,ap----a--a,,ap----f--ā=>ा,,/bi.sə/,बि॔स,0
233553,148233,बिसग्रन्थि,n,n-----m--i,,,,/bi.ˈsəg.ɹən.t̪ʰi/,बि॔स-ग्रन्थि,0
233554,,बिसगुण,a,ap----a--a,,,,/bi.sə.gu.ɳə/,बिस-गुण,0
233555,148234,बिसज,n,n-----n--a,,,,/bi.sə.d͡ʑə/,बि॔स-ज,0
233556,148227,बिसकण्ठिका,n,n-----f--ā,,,,/bi.sə.ˈkəɳ.ʈʰi.kɑː/,बि॔स-कण्ठिका,0
233557,148228,बिसकण्ठिन्,n,n-----m--n,,,,/bi.sə.ˈkəɳ.ʈʰin/,बि॔स-कण्ठिन्,0
233558,148231,बिसखा,a,ap----a--ā,,,,/bi.sə.kʰɑː/,बि॔स-खा॔,0
233559,148232,बिसखादिका,n,n-----f--ā,,,,/bi.sə.kʰɑː.d̪i.kɑː/,बि॔स-खादिका,0
233560,,बिसकिसलयच्छेदपाथेयवत्,a,ap----a--c,,,,/bi.sə.ki.sə.lə.ˈjət͡ɕ.t͡ɕʰeː.d̪ə.pɑː.t̪ʰeː.jə.ʋət̪/,बि॔स-किसलय-च्छेद-पा॔थेय-वत्,0
233561,148230,बिसकुसुम,n,n-----n--a,,,,/bi.sə.ku.su.mə/,बि॔स-कुसुम,0
233562,148246,बिसल,n,n-----n--a,,,,/bi.sə.lə/,बिसल,0
233563,148239,बिसलता,n,n-----f--ā,,,,/bi.sə.lə.t̪ɑː/,बि॔स-लता,0
233564,,बिसलावम्,r,rp--------,,,,/bi.sə.lɑː.ʋəm/,बिस-लावम्,0
233565,148238,बिसमृणल,n,n-----n--a,,,,/bi.sə.mɹ̩.ɳə.lə/,बि॔स-मृण॔ल,0
233566,,बिसनाभि,n,n-----f--i,,,,/bi.sə.nɑː.bʱi/,बि॔स-नाभि,0
233567,,बिसनासिका,n,n-----f--ā,,,,/bi.sə.nɑː.si.kɑː/,बि॔स-नासिका,0
233568,148237,बिसप्रसून,n,n-----n--a,,,,/bi.ˈsəp.ɹə.suː.nə/,बि॔स-प्रसून,0
233569,,बिसपुष्प,n,n-----n--a,,,,/bi.sə.ˈpuʂ.pə/,बि॔स-पुष्प,0
233570,,बिसतन्तु,n,n-----m--u,,,,/bi.sə.t̪ən.t̪u/,बि॔स-तन्तु,0
233571,,बिसतन्तुमय,a,ap----a--a,,ap----f--ī=>ी,,/bi.sə.t̪ən.t̪u.mə.jə/,बि॔स-तन्तु-मय,0
233572,148240,बिसवर्त्मन्,n,n-----n--n,,,,/bi.sə.ˈʋəɹt̪.mən/,बि॔स-वर्त्मन्,0
233573,148965,बिसवती,n,n-----f--ī,,,,/bi.sə.ʋə.t̪iː/,बि॔स-वती,0
233574,148241,बिसशालूक,n,n-----m--a,,,,/bi.sə.ɕɑː.luː.kə/,बि॔स-शालूक,0
233575,,बिसिल,a,ap----a--a,,,,/bi.si.lə/,बिसिल,0
233576,148247,बिसिनी,n,n-----f--ī,,,,/bi.si.niː/,बिसिनी,0
233577,148248,बिसिनीपत्त्र,n,n-----n--a,,,,/bi.si.niː.ˈpət̪.t̪ɹə/,बिसिनी-पत्त्र,0
233578,148245,बिसोर्णा,n,n-----f--ā,,,,/bi.soːɹ.ɳɑː/,बिसोर्णा,0
233579,148244,बिसाभरण,n,n-----n--a,,,,/bi.sɑː.bʱə.ɹə.ɳə/,बिसाभरण,0
233580,148242,बिसाकर,n,n-----m--a,,,,/bi.sɑː.kə.ɹə/,बिसाकर,0
233581,,बिसाकार,n,n-----m--a,,,,/bi.sɑː.kɑː.ɹə/,बिसाकार,0
233582,,बिश्,v,v----a--1-,,,,/biɕ/,बिश्,0
233583,148226,बिशायक,n,n-----m--a,,,,/bi.ɕɑː.jə.kə/,बिशायक,0
233584,148900,बिडाल,n,n-----m--a,,,,/bi.ɖɑː.lə/,बिडाल,0
233585,148129,बिडालपद,n,n-----n--a,,,,/bi.ɖɑː.lə.pə.d̪ə/,बिडाल-पद,0
233586,148130,बिडालपदक,n,n-----n--a,,,,/bi.ɖɑː.lə.pə.d̪ə.kə/,बिडाल-पदक,0
233587,148131,बिडालपुत्र,n,n-----m--a,,,,/bi.ɖɑː.lə.ˈput̪.ɹə/,बिडाल-पुत्र,0
233588,,बिडालवणिज्,n,n-----m--c,,,,/bi.ɖɑː.lə.ʋə.ɳid͡ʑ/,बिडाल-वणिज्,0
233589,148133,बिडालव्रतिक,a,ap----a--a,,,,/bi.ɖɑː.ˈləʋ.ɹə.t̪i.kə/,बिडाल-व्रतिक,0
233590,148901,बिडाला,n,n-----f--ā,,,n-----f--ī=बिडालाई,/bi.ɖɑː.lɑː/,बिडाला,0
233591,148903,बिडालाक्ष,a,ap----a--a,,ap----f--ī=>ी,,/bi.ɖɑː.lɑːk.ʂə/,बिडालाक्ष,0
233592,148904,बिडालाक्षी,n,n-----f--ī,,,,/bi.ɖɑː.lɑːk.ʂiː/,बिडालाक्षी,0
233593,148902,बिडाली,n,n-----f--ī,,,,/bi.ɖɑː.liː/,बिडाली,0
233595,148128,बिडारक,n,n-----m--a,,,,/bi.ɖɑː.ɹə.kə/,बिडारक,0
233596,148961,बिष्कल,n,n-----m--a,,,,/ˈbiʂ.kə.lə/,बिष्कल,0
233597,148962,बिष्कला,n,n-----f--ā,,,,/ˈbiʂ.kə.lɑː/,बिष्कला,0
233598,,बिट्,v,v----a--1-,,,,/biʈ/,बिट्,0
233599,148899,बिटक,a,ap----a--a,,,,/bi.ʈə.kə/,बिटक,0
233600,148127,बिठक,n,n-----n--a,,,,/bi.ʈʰə.kə/,बिठक,0
233601,48325,ब्लेष्क,n,n-----m--a,,,,/b.leːʂ.kə/,ब्लेष्क,0
233602,,ब्ली,v,v----a--9-,,,,/b.liː/,ब्ली,0
233603,,बोद्धव्य,n,n-----n--a,,,,/boːd̪.ˈd̪ʰəʋ.jə/,बोद्धव्य,0
233604,,बोद्धव्य,a,ap----a--a,,,,/boːd̪.ˈd̪ʰəʋ.jə/,बोद्धव्य,0
233605,149024,बोद्धृ,n,n-----m--r,,,,/boːd̪.d̪ʰɹ̩/,बोद्धृ,0
233606,,बोद्धृत्व,n,n-----n--a,,,,/boːd̪.ˈd̪ʰɹ̩t̪.ʋə/,बोद्धृ-त्व,0
233615,149025,बोध,a,ap----a--a,,,,/boː.d̪ʰə/,बोध॔,0
233617,149026,बोध,n,n-----m--a,,,,/boː.d̪ʰə/,बोध॔,0
233619,148468,बोधधिषण,n,n-----m--a,,,,/boː.d̪ʰə.d̪ʰi.ʂə.ɳə/,बोध॔-धिषण,0
233620,148465,बोधगम्य,a,ap----a--a,,,,/boː.d̪ʰə.gəm.jə/,बोध॔-गम्य,0
233621,148466,बोधघनाचार्य,n,n-----m--a,,,,/boː.d̪ʰə.gʰə.nɑː.t͡ɕɑːɹ.jə/,बोध॔-घनाचार्य,0
233622,148481,बोधैकसिद्धि,n,n-----f--i,,,,/boː.d̪ʰɑːi.kə.ˈsid̪.d̪ʰi/,बोधैक-सिद्धि,0
233624,149030,बोधक,n,n-----m--a,,,,/boː.d̪ʰə.kə/,बोधक,0
233625,206612,बोधक,a,ap----a--a,,ap----f--ā=>िका,,/boː.d̪ʰə.kə/,बोधक,0
233627,,बोधकर,a,ap----a--a,,ap----f--ī=>ी,,/boː.d̪ʰə.kə.ɹə/,बोध॔-कर,0
233628,149028,बोधकर,n,n-----m--a,,,,/boː.d̪ʰə.kə.ɹə/,बोध॔-कर,0
233629,,बोधकत्व,n,n-----n--a,,,,/boː.d̪ʰə.ˈkət̪.ʋə/,बोधक-त्व,0
233630,148473,बोधमय,a,ap----a--a,,ap----f--ī=>ी,,/boː.d̪ʰə.mə.jə/,बोध॔-मय,0
233633,149032,बोधन,a,ap----a--a,,ap----f--ī=>ी,,/boː.d̪ʰə.nə/,बोधन,0
233635,149035,बोधन,n,n-----n--a,,,,/boː.d̪ʰə.nə/,बोधन,0
233642,149033,बोधन,n,n-----m--a,,,,/boː.d̪ʰə.nə/,बोधन,0
233643,148482,बोधनमन्त्र,n,n-----m--a,,,,/boː.d̪ʰə.nə.mən.t̪ɹə/,बोधन-मन्त्र,0
233644,149034,बोधनी,n,n-----f--ī,,,,/boː.d̪ʰə.niː/,बोधनी,0
233648,,बोधनीय,a,ap----a--a,,,,/boː.d̪ʰə.niː.jə/,बोधनीय,0
233649,148469,बोधपञ्चदशिका,n,n-----f--ā,,,,/boː.d̪ʰə.pəɲ.t͡ɕə.d̪ə.ɕi.kɑː/,बोध॔-पञ्चदशिका,0
233650,148472,बोधप्रक्रिया,n,n-----f--ā,,,,/boː.ˈd̪ʰəp.ˈɹək.ɹi.jɑː/,बोध॔-प्रक्रिया,0
233651,148470,बोधपूर्वम्,r,rp--------,,,,/boː.d̪ʰə.puːɹ.ʋəm/,बोध॔-पूर्वम्,0
233652,148471,बोधपृथ्वीधर,n,n-----m--a,,,,/boː.d̪ʰə.ˈpɹ̩t̪ʰ.ʋiː.d̪ʰə.ɹə/,बोध॔-पृथ्वीधर,0
233653,,बोधरायाचार्य,n,n-----m--a,,,,/boː.d̪ʰə.ɹɑː.jɑː.t͡ɕɑːɹ.jə/,बोध॔-रायाचार्य,0
233654,,बोधसिद्धि,n,n-----f--i,,,,/boː.d̪ʰə.ˈsid̪.d̪ʰi/,बोध॔-सिद्धि,0
233655,,बोधसुधाकर,n,n-----m--a,,,,/boː.d̪ʰə.su.d̪ʰɑː.kə.ɹə/,बोध॔-सुधाकर,0
233656,149029,बोधसार,n,n-----m--a,,,,/boː.d̪ʰə.sɑː.ɹə/,बोध॔-सार,0
