4,आततीकरण,n,n-----n--a,,,,/ɑː.t̪ə.t̪iː.kə.ɹə.ɳə/,आतती-करण,0
416215,62771,आश्रि,n,n-----f--i,,,,/ɑːɕ.ɹi/,आश्रि,0
416216,,आश्रि,v,v----a--1- v----d--1-,,,,/ɑːɕ.ɹi/,आ-श्रि,0
416217,62768,आश्रित,n,n-----m--a,,,,/ɑːɕ.ɹi.t̪ə/,आ-श्रित,0
416218,,आश्रित,a,ap----a--a,,,,/ɑːɕ.ɹi.t̪ə/,आ-श्रित,0
416219,62769,आश्रित,n,n-----n--a,,,,/ɑːɕ.ɹi.t̪ə/,आ-श्रित,0
416220,,आश्रितत्व,n,n-----n--a,,,,/ɑːɕ.ɹi.ˈt̪ət̪.ʋə/,आ-श्रित-त्व,0
416221,,आश्रु,v,v----a--5- v----d--5-,,,,/ɑːɕ.ɹu/,आ-श्रु,0
416222,62780,आश्रुत्,a,ap----a--c,,,,/ɑːɕ.ɹut̪/,आ-श्रुत्,0
416223,62783,आश्रुत,n,n-----n--a,,,,/ɑːɕ.ɹu.t̪ə/,आ॔-श्रुत,0
416224,62782,आश्रुत,a,ap----a--a,,,,/ɑːɕ.ɹu.t̪ə/,आ॔-श्रुत,0
416225,62784,आश्रुति,n,n-----f--i,,,,/ɑːɕ.ɹu.t̪i/,आ॔-श्रुति,0
416226,62781,आश्रुत्कर्ण,a,ap----a--a,,,,/ɑːɕ.ˈɹut̪.ˈkəɹ.ɳə/,आ-श्रुत्-कर्ण,0
416227,62778,आश्रावण,n,n-----n--a,,,,/ɑːɕ.ɹɑː.ʋə.ɳə/,आ-श्रा॔वण,0
416228,,आश्रावितप्रत्याश्रावित,n,n-----n--a,,,,/ɑːɕɹɑːʋit̪əpɹət̪jɑːɕɹɑːʋit̪ə/,आश्रावित-प्रत्याश्रावित,0
416229,62779,आश्राव्य,n,n-----m--a,,,,/ɑːɕ.ɹɑːʋ.jə/,आ-श्राव्य,0
416230,159986,आश्री,v,v----a--9- v----d--9-,,,,/ɑːɕ.ɹiː/,आ-श्री,0
416231,202704,आशु,r,rp--------,,,,/ɑːɕu/,आशु॔,0
416232,62663,आशु,n,n-----m--u,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'u'}=आशु",/ɑːɕu/,आशु॔,0
416233,62663,आशु,n,n-----m--u,,,,/ɑːɕu/,आशु,0
416234,62665,आशु,n,n-----n--u,,,,/ɑːɕu/,आशु॔,0
416235,62662,आशु,a,ap----a--u,,,,/ɑːɕu/,आशु॔,0
416236,62685,आशुभाविन्,a,ap----a--n,,,,/ɑːɕu.bʱɑː.ʋin/,आशु॔-भाविन्,0
416237,62684,आशुबोध,n,n-----m--a,,,,/ɑːɕu.boː.d̪ʰə/,आशु॔-बोध,0
416238,,आशुच्,v,v----a--4- v----d--4-,,,,/ɑːɕut͡ɕ/,आ-शुच्,0
416240,,आशुग,a,ap----a--a,,ap----f--ā=>ा,,/ɑːɕu.gə/,आशु॔-ग॔,0
416243,62673,आशुग,n,n-----m--a,,,,/ɑːɕu.gə/,आशु॔-ग॔,0
416244,,आशुगन्ध,n,n-----m--a,,,,/ɑːɕu.gən.d̪ʰə/,आशु-गन्ध,0
416245,,आशुगतित्व,n,n-----n--a,,,,/ɑːɕu.gə.ˈt̪it̪.ʋə/,आशु॔-गति-त्व,0
416246,,आशुगामिन्,a,ap----a--n,,,,/ɑːɕu.gɑː.min/,आशु॔-गामिन्,0
416247,62676,आशुगामिन्,n,n-----m--n,,,,/ɑːɕu.gɑː.min/,आशु॔-गामिन्,0
416248,62696,आशुहेमन्,n,n-----m--n,,,,/ɑːɕu.ɦeː.mən/,आशु॔-हेमन्,0
416249,62697,आशुहेषस्,a,ap----a-sa,,,,/ɑːɕu.ɦeː.ʂəs/,आशु॔-हेषस्,0
416250,,आशुकवि,n,n-----m--i,,,,/ɑːɕu.kə.ʋi/,आशु-कवि,0
416251,62671,आशुक्लान्त,a,ap----a--a,,,,/ˈɑːɕuk.lɑːn.t̪ə/,आशु॔-क्लान्त,0
416252,62669,आशुकोपिन्,a,ap----a--n,,,,/ɑːɕu.koː.pin/,आशु॔-कोपिन्,0
416253,62670,आशुक्रिया,n,n-----f--ā,,,,/ˈɑːɕuk.ɹi.jɑː/,आशु॔-क्रिया,0
416254,62668,आशुकारिन्,n,n-----m--n,,,,/ɑːɕu.kɑː.ɹin/,आशु॔-कारिन्,0
416339,62837,आश्वास,n,n-----m--a,,,,/ɑːɕ.ʋɑː.sə/,आ-श्वास,0
416255,62666,आशुकारिन्,a,ap----a--n,,,,/ɑːɕu.kɑː.ɹin/,आशु॔-कारिन्,0
416256,,आशुमत्,r,rp--------,,,,/ɑːɕu.mət̪/,आशु॔-म॔त्,0
416257,62686,आशुमत्,a,ap----a--c,,,,/ɑːɕu.mət̪/,आशु॔-मत्,0
416258,62681,आशुपत्त्री,n,n-----f--ī,,,,/ɑːɕu.ˈpət̪.t̪ɹiː/,आशु॔-पत्त्री,0
416259,,आशुपत्वन्,n,n-----m--n,,,,/ɑːɕu.ˈpət̪.ʋən/,आशु॔-प॔त्वन्,0
416260,62683,आशुफल,n,n-----m--a,,,,/ɑːɕu.pʰə.lə/,आशु॔-फल,0
416261,62687,आशुरथ,a,ap----a--a,,,,/ɑːɕu.ɹə.t̪ʰə/,आशु॔-रथ,0
416262,62688,आशुरथीय,n,n-----n--a,,,,/ɑːɕu.ɹə.t̪ʰiː.jə/,आशु॔-रथीय,0
416263,62695,आशुसंधेय,a,ap----a--a,,,,/ɑːɕu.sən.d̪ʰeː.jə/,आशु॔-संधेय,0
416264,62678,आशुतोष,a,ap----a--a,,,,/ɑːɕu.t̪oː.ʂə/,आशु॔-तोष,0
416265,62679,आशुतोष,n,n-----m--a,,,,/ɑːɕu.t̪oː.ʂə/,आशु॔-तोष,0
416266,,आशुत्व,n,n-----n--a,,,,/ˈɑːɕut̪.ʋə/,आशु॔-त्व,0
416267,,आशुविक्रम,a,ap----a--a,,,,/ɑːɕu.ˈʋik.ɹə.mə/,आशु॔-विक्रम,0
416268,62691,आशुव्रीहि,n,n-----m--i,,,,/ˈɑːɕuʋ.ɹiː.ɦi/,आशु॔-व्रीहि,0
416269,62690,आशुवृत्तित्व,n,n-----n--a,,,,/ɑːɕu.ˈʋɹ̩t̪.ˈt̪it̪.ʋə/,आशु॔-वृत्ति-त्व,0
416270,219632,आशुया,r,rp--------,,,,/ɑːɕu.jɑː/,आशुया॔,0
416271,62693,आशुश्रवस्,n,n-----m-sa,,,,/ɑːɕuɕɹəʋəs/,आशु॔-श्रवस्,0
416272,62704,आशुशुक्षणि,n,n-----m--i,,,,/ɑːɕu.ˈɕuk.ʂə.ɳi/,आ-शुशुक्ष॔णि,0
416273,62703,आशुशुक्षणि,a,ap----a--i,,,,/ɑːɕu.ˈɕuk.ʂə.ɳi/,आ-शुशुक्ष॔णि,0
416275,62692,आशुशुष्कत्व,n,n-----n--a,,,,/ɑːɕu.ˈɕuʂ.ˈkət̪.ʋə/,आशु॔-शुष्क-त्व,0
416276,62677,आशुंग,n,n-----m--a,,,,/ɑːɕuŋ.gə/,आशु॔-ं-ग,0
416277,159983,आशुष्,v,v----a--6-,,,,/ɑːɕuʂ/,आ-शुष्,0
416278,62694,आशुषेण,a,ap----a--a,,,,/ɑːɕu.ʂeː.ɳə/,आशु॔-षेण,0
416279,62705,आशुषाण,a,ap----a--a,,,,/ɑːɕu.ʂɑː.ɳə/,आ-शुषाण॔,0
416280,62791,आश्व,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ʋə/,आश्व,0
416281,62792,आश्व,n,n-----n--a,,,,/ɑːɕ.ʋə/,आश्व,0
416284,62802,आश्वबल,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ʋə.bə.lə/,आश्वबल,0
416285,62803,आश्वभारिक,a,ap----a--a,,,,/ɑːɕ.ʋə.bʱɑː.ɹi.kə/,आश्वभारिक,0
416286,62793,आश्वघ्न,n,n-----m--a,,,,/ɑːɕ.ˈʋəgʰ.nə/,आश्वघ्न॔,0
416287,62812,आश्वलक्षणिक,a,ap----a--a,,,,/ɑːɕ.ʋə.ˈlək.ʂə.ɳi.kə/,आश्वलक्षणिक,0
416288,62832,आश्वलायन,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ʋə.lɑː.jə.nə/,आश्वलायन,0
416289,62831,आश्वलायन,n,n-----m--a,,,,/ɑːɕ.ʋə.lɑː.jə.nə/,आश्वलायन,0
416291,62835,आश्वलायनब्राह्मण,n,n-----n--a,,,,/ɑːɕ.ʋə.lɑː.jə.ˈnəb.ɹɑːɦ.mə.ɳə/,आश्वलायन-ब्राह्मण,0
416292,62834,आश्वलायनगृह्यकारिका,n,n-----f--ā,,,,/ɑːɕ.ʋə.lɑː.jə.nə.ˈgɹ̩ɦ.jə.kɑː.ɹi.kɑː/,आश्वलायन-गृह्य-कारिका,0
416293,,आश्वलायनशाखिन्,a,ap----a--n,,,,/ɑːɕ.ʋə.lɑː.jə.nə.ɕɑː.kʰin/,आश्वलायन-शाखिन्,0
416294,,आश्वलायनशाखा,n,n-----f--ā,,,,/ɑːɕ.ʋə.lɑː.jə.nə.ɕɑː.kʰɑː/,आश्वलायन-शाखा,0
416295,62804,आश्वमेध,n,n-----m--a,,,,/ɑːɕ.ʋə.meː.d̪ʰə/,आश्वमेध॔,0
416296,62805,आश्वमेधिक,a,ap----a--a,,,,/ɑːɕ.ʋə.meː.d̪ʰi.kə/,आश्वमेधिक,0
496616,216279,इरे,n,n-----m--c,,,,/.ɹeː/,,0
416297,,आश्वमेधिकी,n,n-----f--ī,,,,/ɑːɕ.ʋə.meː.d̪ʰi.kiː/,आश्वमेधिकी,0
416298,,आश्वपदिक,a,ap----a--a,,,,/ɑːɕ.ʋə.pə.d̪i.kə/,आश्वपदिक,0
416299,,आश्वपस्,a,ap----a-sa,,,,/ɑːɕ.ʋə.pəs/,आश्व्-अ॔पस्,0
416300,62798,आश्वपत,a,ap----a--a,,,,/ɑːɕ.ʋə.pə.t̪ə/,आश्वपत,0
416301,62801,आश्वपेजिन्,n,n-----m--n,,,,/ɑːɕ.ʋə.peː.d͡ʑin/,आश्वपेजिन्,0
416302,62800,आश्वपेयिन्,n,n-----m--n,,,,/ɑːɕ.ʋə.peː.jin/,आश्वपेयिन्,0
416303,,आश्वपालिक,a,ap----c--a,,,,/ɑːɕ.ʋə.pɑː.li.kə/,आश्वपालिक,0
416304,62811,आश्वरथ,a,ap----a--a,,,,/ɑːɕ.ʋə.ɹə.t̪ʰə/,आश्वरथ,0
416305,159992,आश्वस्,v,v----a--2-,,,,/ɑːɕ.ʋəs/,आ-श्वस्,0
416306,62815,आश्वसूक्त,n,n-----n--a,,,,/ɑːɕ.ʋə.suːk.t̪ə/,आश्वसूक्त,0
416307,62816,आश्वसूक्ति,n,n-----m--i,,,,/ɑːɕ.ʋə.suːk.t̪i/,आश्वसूक्ति,0
416308,62794,आश्वतर,n,n-----m--a,,,,/ɑːɕ.ʋə.t̪ə.ɹə/,आश्वतर,0
416309,,आश्वतरास्वि,n,n-----m--i,,,,/ɑːɕ.ʋə.t̪ə.ɹɑːs.ʋi/,आश्वतरास्वि,0
416310,62795,आश्वत्थ,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ˈʋət̪.t̪ʰə/,आश्वत्थ,0
416311,169595,आश्वत्थ,n,n-----n--a,,,,/ɑːɕ.ˈʋət̪.t̪ʰə/,आश्वत्थ,0
416312,,आश्वत्थि,a,ap----a--i,,ap----f--ī=>ी,,/ɑːɕ.ˈʋət̪.t̪ʰi/,आश्वत्थि,0
416313,62797,आश्वत्थिक,n,n-----n--a,,,,/ɑːɕ.ˈʋət̪.t̪ʰi.kə/,आश्वत्थिक,0
416314,62796,आश्वत्थिक,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ˈʋət̪.t̪ʰi.kə/,आश्वत्थिक,0
416315,62814,आश्ववाल,a,ap----a--a,,,,/ɑːɕ.ʋə.ʋɑː.lə/,आश्ववाल,0
416316,62813,आश्ववार,a,ap----a--a,,,,/ɑːɕ.ʋə.ʋɑː.ɹə/,आश्ववार,0
416317,62806,आश्वयुज्,n,n-----m--c,,,,/ɑːɕ.ʋə.jud͡ʑ/,आश्वयुज्,0
416318,62807,आश्वयुज,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ʋə.ju.d͡ʑə/,आश्वयुज,0
416319,62808,आश्वयुज,n,n-----m--a,,,,/ɑːɕ.ʋə.ju.d͡ʑə/,आश्वयुज,0
416320,62810,आश्वयुजक,a,ap----a--a,,,,/ɑːɕ.ʋə.ju.d͡ʑə.kə/,आश्वयुजक,0
416321,62809,आश्वयुजी,n,n-----f--ī,,,,/ɑːɕ.ʋə.ju.d͡ʑiː/,आश्वयुजी,0
416322,,आश्वयुजीकर्मन्,n,n-----n--n,,,,/ɑːɕ.ʋə.ju.d͡ʑiː.ˈkəɹ.mən/,आश्वयुजी-कर्मन्,0
416323,62698,आश्वश्व,a,ap----a--a,,,,/ɑːɕʋəɕʋə/,आश्व्-अ॔श्व,0
416324,,आश्वश्व्य,n,n-----n--a,,,,/ɑːɕʋəɕʋjə/,आश्व्-अ॔श्व्य,0
416325,62830,आश्वेय,n,n-----m--a,,,,/ɑːɕ.ʋeː.jə/,आश्वेय,0
416326,62818,आश्विक,a,ap----a--a,,,,/ɑːɕ.ʋi.kə/,आश्विक,0
416327,,आश्विक,n,n-----m--a,,,,/ɑːɕ.ʋi.kə/,आश्विक,0
416328,62821,आश्विन,a,ap----a--a,,ap----f--ī=>ी,,/ɑːɕ.ʋi.nə/,आ॔श्विन,0
416329,62822,आश्विन,n,n-----m--a,,,,/ɑːɕ.ʋi.nə/,आश्विन॔,0
416330,62824,आश्विन,n,n-----n--a,,,,/ɑːɕ.ʋi.nə/,आ॔श्विन,0
416331,62824,आश्विन,n,n-----n--a,,,,/ɑːɕ.ʋi.nə/,आश्विन,0
416332,62821,आश्विन,a,ap----a--a,,,,/ɑːɕ.ʋi.nə/,आश्विन॔,0
416333,62824,आश्विन,n,n-----n--a,,,,/ɑːɕ.ʋi.nə/,आश्विन॔,0
416334,62825,आश्विनचिह्नित,n,n-----n--a,,,,/ɑːɕ.ʋi.nə.ˈt͡ɕiɦ.ni.t̪ə/,आश्विन॔-चिह्नित,0
416335,62826,आश्विनपात्र,n,n-----n--a,,,,/ɑːɕ.ʋi.nə.pɑːt̪.ɹə/,आश्विन॔-पात्र॔,0
416336,62827,आश्विनेय,n,n-----m--a,,,,/ɑːɕ.ʋi.neː.jə/,आश्विनेय,0
416337,,आश्विनाग्र,a,ap----a--a,,,,/ɑːɕ.ʋi.nɑːg.ɹə/,आश्वि-नाग्र,0
416340,62838,आश्वासक,a,ap----a--a,,,,/ɑːɕ.ʋɑː.sə.kə/,आ-श्वासक,0
416341,62839,आश्वासन,n,n-----n--a,,,,/ɑːɕ.ʋɑː.sə.nə/,आ-श्वासन,0
416342,,आश्वासनशील,a,ap----a--a,,,,/ɑːɕ.ʋɑː.sə.nə.ɕiː.lə/,आ-श्वासन-शील,0
416343,,आश्वासनशीलता,n,n-----f--ā,,,,/ɑːɕ.ʋɑː.sə.nə.ɕiː.lə.t̪ɑː/,आ-श्वासन-शील-ता,0
416344,,आश्वासनी,n,n-----f--ī,,,,/ɑːɕ.ʋɑː.sə.niː/,आ-श्वासनी,0
416345,,आश्वासनीय,a,ap----a--a,,,,/ɑːɕ.ʋɑː.sə.niː.jə/,आ-श्वासनीय,0
416346,62842,आश्वासिन्,a,ap----a--n,,,,/ɑːɕ.ʋɑː.sin/,आश्वासिन्,0
416347,,आश्वासित,a,ap----a--a,,,,/ɑːɕ.ʋɑː.si.t̪ə/,आ-श्वासित,0
416348,,आश्वास्य,a,ap----a--a,,,,/ɑːɕ.ʋɑːs.jə/,आ-श्वास्य,0
416349,62817,आश्वायन,n,n-----m--a,,,,/ɑːɕ.ʋɑː.jə.nə/,आश्वायन,0
416350,62828,आश्वीन,a,ap----a--a,,,,/ɑːɕ.ʋiː.nə/,आश्वीन,0
416351,62829,आश्वीन,n,n-----n--a,,,,/ɑːɕ.ʋiː.nə/,आश्वीन,0
416352,,आश्वीय,n,n-----n--a,,,,/ɑːɕ.ʋiː.jə/,आश्वीय,0
416353,,आश्य,a,ap----a--a,,,,/ɑːɕ.jə/,आश्य॔,0
416354,,आश्यै,v,v----a--1- v----d--1-,,,,/ɑːɕ.jɑːi/,आ-श्यै,0
416355,,आश्याम,a,ap----a--a,,,,/ɑːɕ.jɑː.mə/,आ-श्याम,0
416356,,आश्यान,a,ap----a--a,,,,/ɑːɕ.jɑː.nə/,आ-श्यान,0
416357,62624,आशा,n,n-----f--ā,,,,/ɑːɕɑː/,आ॔शा,0
416358,62624,आशा,n,n-----f--ā,,,,/ɑːɕɑː/,आ-शा॔,0
416359,62604,आशाबन्ध,n,n-----m--a,,,,/ɑːɕɑː.bən.d̪ʰə/,आ-शा॔-बन्ध,0
416360,62605,आशाभङ्ग,n,n-----m--a,,,,/ɑːɕɑː.bʱəŋ.gə/,आ-शा॔-भङ्ग,0
416361,62626,आशाचक्रवाल,n,n-----n--a,,,,/ɑːɕɑː.ˈt͡ɕək.ɹə.ʋɑː.lə/,आ॔शा-चक्रवाल,0
416362,62628,आशादित्य,n,n-----m--a,,,,/ɑːɕɑː.ˈd̪it̪.jə/,आ॔शा-दित्य,0
416363,62627,आशादामन्,n,n-----m--n,,,,/ɑːɕɑː.d̪ɑː.mən/,आ॔शा-दामन्,0
416364,62625,आशागज,n,n-----m--a,,,,/ɑːɕɑː.gə.d͡ʑə/,आ॔शा-गज,0
416365,,आशाहीन,a,ap----a--a,,,,/ɑːɕɑː.ɦiː.nə/,आ-शा॔-हीन,0
416366,62600,आशाकृत,a,ap----a--a,,,,/ɑːɕɑː.kɹ̩.t̪ə/,आ-शा॔-कृत,0
416367,,आशामुख,n,n-----n--a,,,,/ɑːɕɑː.mu.kʰə/,आशा-मुख,0
416368,,आशान्वित,a,ap----a--a,,,,/ɑːɕɑːn.ʋi.t̪ə/,आ-शा॔-न्वित,0
416369,62631,आशापरा,n,n-----f--ā,,,,/ɑːɕɑː.pə.ɹɑː/,आ॔शा-परा,0
416370,62629,आशापति,n,n-----m--i,,,,/ɑːɕɑː.pə.t̪i/,आ॔शा-पति,0
416371,62602,आशापिशाचिका,n,n-----f--ā,,,,/ɑːɕɑː.pi.ɕɑː.t͡ɕi.kɑː/,आ-शा॔-पिशाचिका,0
416372,62603,आशाप्राप्त,a,ap----a--a,,,,/ɑːɕɑːp.ɹɑːp.t̪ə/,आ-शा॔-प्राप्त,0
416373,62632,आशापुर,n,n-----n--a,,,,/ɑːɕɑː.pu.ɹə/,आ॔शा-पुर,0
416374,,आशापुरगुग्गुलु,n,n-----m--u,,,,/ɑːɕɑː.pu.ɹə.ˈgug.gu.lu/,आ॔शा-पुर-गुग्गुलु,0
416375,,आशापुरसम्भव,n,n-----m--a,,,,/ɑːɕɑː.pu.ɹə.səm.bʱə.ʋə/,आ॔शा-पुर-सम्भव,0
416376,,आशापुरा,n,n-----f--ā,,,,/ɑːɕɑː.pu.ɹɑː/,आशा-पुरा,0
416377,62630,आशापाल,n,n-----m--a,,,,/ɑːɕɑː.pɑː.lə/,आ॔शा-पाल॔,0
416378,222337,आशापालीय,n,n-----n--a,,,,/ɑːɕɑː.pɑː.liː.jə/,आशा-पालीय,0
416379,62636,आशार,n,n-----m--a,,,,/ɑːɕɑː.ɹə/,आ-शार,0
416380,,आशारैषिन्,a,ap----a--n,,,,/ɑːɕɑː.ɹɑːi.ʂin/,आशारैषि॔न्,0
416381,159978,आशास्,v,v----a--2-,,,,/ɑːɕɑːs/,आ-शास्,0
416382,62638,आशासन,n,n-----n--a,,,,/ɑːɕɑː.sə.nə/,आ-शासन,0
416383,,आशासनीय,a,ap----a--a,,,,/ɑːɕɑː.sə.niː.jə/,आ-शासनीय,0
416384,,आशासंशित,a,ap----a--a,,,,/ɑːɕɑː.sə.̃ɕi.t̪ə/,आ॔शा-संशित,0
416385,,आशास्ति,n,n-----f--i,,,,/ɑːɕɑːs.t̪i/,आ-शास्ति,0
416386,62641,आशास्य,n,n-----n--a,,,,/ɑːɕɑːs.jə/,आ-शास्य,0
416387,,आशास्य,a,ap----a--a,,,,/ɑːɕɑːs.jə/,आ-शास्य,0
416388,,आशातना,n,n-----f--ā,,,,/ɑːɕɑː.t̪ə.nɑː/,आ-शातना,0
416389,62607,आशावह,n,n-----m--a,,,,/ɑːɕɑː.ʋə.ɦə/,आ-शा॔-वह,0
416390,,आशावरी,n,n-----f--ī,,,,/ɑːɕɑː.ʋə.ɹiː/,आशावरी,0
416391,,आशावरीतरी,n,n-----f--ī,,,,/ɑːɕɑː.ʋə.ɹiː.t̪ə.ɹiː/,आशावरीतरी,0
416392,62606,आशावत्,a,ap----a--c,,,,/ɑːɕɑː.ʋət̪/,आ-शा॔-वत्,0
416393,62608,आशाविभिन्न,a,ap----a--a,,,,/ɑːɕɑː.ʋi.bʱin.nə/,आ-शा॔-विभिन्न,0
416394,62634,आशाविजय,n,n-----m--a,,,,/ɑːɕɑː.ʋi.d͡ʑə.jə/,आ॔शा-विजय,0
416395,62633,आशावासस्,a,ap----a-sa,,,,/ɑːɕɑː.ʋɑː.səs/,आ॔शा-वासस्,0
416396,,आशाश,a,ap----a--a,,,,/ɑːɕɑː.ɕə/,आ-शाश,0
416397,62656,आशी,n,n-----f--ī,,,,/ɑːɕiː/,आशी,0
416399,,आशी,v,v----d--4-,,,,/ɑːɕiː/,आ-शी,0
416400,,आशीन,a,ap----a--a,,,,/ɑːɕiː.nə/,आशीन,0
416401,62647,आशीर्दा,n,n-----f--ā,,,,/ɑːɕiːɹ.d̪ɑː/,आशीर्-दा॔,0
416402,62648,आशीर्दाया,n,n-----f--ā,,,,/ɑːɕiːɹ.d̪ɑː.jɑː/,आशीर्-दाया॔,0
416403,62645,आशीर्गेय,n,n-----n--a,,,,/ɑːɕiːɹ.geː.jə/,आशीर्-गेय,0
416404,62646,आशीर्ग्रहण,n,n-----n--a,,,,/ɑːɕiːɹ.gɹə.ɦə.ɳə/,आशीर्-ग्रहण,0
416405,62644,आशीरुक्ति,n,n-----f--i,,,,/ɑːɕiː.ˈɹuk.t̪i/,आशीर्-उक्ति,0
416406,62649,आशीर्वचन,n,n-----n--a,,,,/ɑːɕiːɹ.ʋə.t͡ɕə.nə/,आशीर्-वचन,0
416407,212736,आशीर्वचनाक्षेप,n,n-----m--a,,,,/ɑːɕiːɹ.ʋə.t͡ɕə.nɑːk.ʂeː.pə/,आशीर्-वचनाक्षेप,0
416408,62773,आशीर्वत्,a,ap----a--c,,,,/ɑːɕiːɹ.ʋət̪/,आशी॔र्-वत्,0
416409,62655,आशीर्विष,n,n-----m--a,,,,/ɑːɕiːɹ.ʋi.ʂə/,आशीर्-विष,0
416410,62650,आशीर्वाचक,a,ap----a--a,,,,/ɑːɕiːɹ.ʋɑː.t͡ɕə.kə/,आशीर्-वाचक,0
416411,62651,आशीर्वाद,n,n-----m--a,,,,/ɑːɕiːɹ.ʋɑː.d̪ə/,आशीर्-वाद,0
416412,,आशीर्वादाभिधानवत्,a,ap----a--c,,,,/ɑːɕiːɹ.ʋɑː.d̪ɑː.bʱi.d̪ʰɑː.nə.ʋət̪/,आशीर्-वादाभिधान-वत्,0
416413,62657,आशीविष,n,n-----m--a,,,,/ɑːɕiː.ʋi.ʂə/,आशी-विष,0
416414,,आशीविषनदी,n,n-----f--ī,,,,/ɑːɕiː.ʋi.ʂə.nə.d̪iː/,आशीविष-नदी,0
416415,,आशीविषपर्वत,n,n-----m--a,,,,/ɑːɕiː.ʋi.ʂə.ˈpəɹ.ʋə.t̪ə/,आशीविष-पर्वत,0
416416,,आशीविषा,n,n-----f--ā,,,,/ɑːɕiː.ʋi.ʂɑː/,आशीविषा,0
416417,62702,आशीयस्,a,ap----a-sa,,,,/ɑːɕiː.jəs/,आ॔शीयस्,0
416418,62706,आशृत,a,ap----a--a,,,,/ɑːɕɹ̩.t̪ə/,आ-शृत,0
416419,,आऊर्णु,v,v----a--2- v----d--2-,,,,/ɑːuːɹ.ɳu/,आ-ऊर्णु,0
416420,57634,आडम्बर,n,n-----m--a,,,,/ɑː.ɖəm.bə.ɹə/,आड॔म्बर,0
416421,57635,आडम्बरवत्,a,ap----a--c,,,,/ɑː.ɖəm.bə.ɹə.ʋət̪/,आड॔म्बर-वत्,0
416422,57637,आडम्बरिन्,a,ap----a--n,,,,/ɑː.ɖəm.bə.ɹin/,आडम्बरिन्,0
416423,,आडम्बरित,a,ap----a--a,,,,/ɑː.ɖəm.bə.ɹi.t̪ə/,आडम्बरित,0
416424,57636,आडम्बराघात,n,n-----m--a,,,,/ɑː.ɖəm.bə.ɹɑː.gʰɑː.t̪ə/,आडम्बराघात॔,0
416425,,आढक,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.ɖʰə.kə/,आढक,0
416426,,आढकजम्बुक,a,ap----a--a,,,,/ɑː.ɖʰə.kə.d͡ʑəm.bu.kə/,आढक-जम्बुक,0
416427,57648,आढकिक,a,ap----a--a,,ap----f--ī=>ी,,/ɑː.ɖʰə.ki.kə/,आढकिक,0
416428,57646,आढकी,n,n-----f--ī,,,,/ɑː.ɖʰə.kiː/,आढकी,0
416430,,आढकीन,a,ap----a--a,,ap----f--ā=>ा,,/ɑː.ɖʰə.kiː.nə/,आढकीन,0
