95015,पितरिशूर,n,n-----m--a,,,,/pi.t̪ə.ɹi.ɕuː.ɹə/,पितरि-शूर,0
322567,140753,प्रभापनीय,a,ap----a--a,,,,/p.ɹə.bʱɑː.pə.niː.jə/,प्र-भापनीय,0
322568,140740,प्रभाप्ररोह,n,n-----m--a,,,,/p.ɹə.bʱɑːp.ɹə.ɹoː.ɦə/,प्रभा॔-प्ररोह,0
322569,140739,प्रभापाल,n,n-----m--a,,,,/p.ɹə.bʱɑː.pɑː.lə/,प्रभा॔-पाल,0
322570,162939,प्रभास्,v,v----d--1- v----a--1-,,,,/p.ɹə.bʱɑːs/,प्र-भास्,0
322571,140966,प्रभास,n,n-----m--a,,,,/p.ɹə.bʱɑː.sə/,प्र-भास,0
322573,,प्रभासदेश,n,n-----m--a,,,,/p.ɹə.bʱɑː.sə.d̪eː.ɕə/,प्र-भास-देश,0
322574,,प्रभासखण्ड,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=प्रभासखण्ड",/p.ɹə.bʱɑː.sə.ˈkʰəɳ.ɖə/,प्र-भास-खण्ड,0
322575,,प्रभासक्षेत्र,n,n-----n--a,,,,/p.ɹə.bʱɑː.ˈsək.ʂeːt̪.ɹə/,प्र-भास-क्षेत्र,0
322576,,प्रभासक्षेत्रमाहात्म्य,n,n-----n--a,,,,/p.ɹə.bʱɑː.ˈsək.ʂeːt̪.ɹə.mɑː.ɦɑːt̪.mjə/,प्र-भास-क्षेत्र-माहात्म्य,0
322577,,प्रभासक्षेत्रतीर्थ,n,n-----n--a,,,,/p.ɹə.bʱɑː.ˈsək.ʂeːt̪.ɹə.t̪iːɹ.t̪ʰə/,प्र-भास-क्षेत्र-तीर्थ,0
322578,,प्रभासक्षेत्रतीर्थयात्रानुक्रम,n,n-----m--a,,,,/p.ɹə.bʱɑː.ˈsək.ʂeːt̪.ɹə.t̪iːɹ.t̪ʰə.jɑːt̪.ɹɑː.ˈnuk.ɹə.mə/,प्र-भास-क्षेत्र-तीर्थ-यात्रानुक्रम,0
322579,140756,प्रभासन,n,n-----n--a,,,,/p.ɹə.bʱɑː.sə.nə/,प्र-भासन,0
322580,,प्रभासेश्वरमाहात्म्य,n,n-----n--a,,,,/pɹəbʱɑːseːɕʋəɹəmɑːɦɑːt̪mjə/,प्र-भासेश्वर-माहात्म्य,0
322581,,प्रभासुर,a,ap----a--a,,,,/p.ɹə.bʱɑː.su.ɹə/,प्र-भासुर,0
322582,140967,प्रभास्वर,a,ap----a--a,,,,/p.ɹə.bʱɑːs.ʋə.ɹə/,प्र-भास्वर,0
322583,140968,प्रभास्वरा,n,n-----f--ā,,,,/p.ɹə.bʱɑːs.ʋə.ɹɑː/,प्र-भास्वरा,0
322714,140928,प्रबुध्,a,ap----a--c,,,,/p.ɹə.bud̪ʰ/,प्र-बुध्,0
322584,140757,प्रभास्वत्,a,ap----a--c,,,,/p.ɹə.bʱɑːs.ʋət̪/,प्र-भास्वत्,0
322585,140959,प्रभात,n,n-----m--a,,,,/p.ɹə.bʱɑː.t̪ə/,प्रभात,0
322586,140961,प्रभात,n,n-----n--a,,,,/p.ɹə.bʱɑː.t̪ə/,प्रभात,0
322587,140958,प्रभात,a,ap----a--a,,,,/p.ɹə.bʱɑː.t̪ə/,प्रभात,0
322588,140745,प्रभातकल्प,a,ap----a--a,,ap----f--ā=>ा,,/p.ɹə.bʱɑː.t̪ə.ˈkəl.pə/,प्रभात-कल्प,0
322589,140744,प्रभातकरणीय,n,n-----n--a,,,,/p.ɹə.bʱɑː.t̪ə.kə.ɹə.ɳiː.jə/,प्रभात-करणीय,0
322590,,प्रभातकाल,n,n-----m--a,,,,/p.ɹə.bʱɑː.t̪ə.kɑː.lə/,प्रभात-काल,0
322591,,प्रभातप्राय,a,ap----a--a,,,,/p.ɹə.bʱɑː.ˈt̪əp.ɹɑː.jə/,प्रभात-प्राय,0
322592,140735,प्रभातरल,a,ap----a--a,,,,/p.ɹə.bʱɑː.t̪ə.ɹə.lə/,प्रभा॔-तरल,0
322593,,प्रभातसमय,n,n-----m--a,,,,/p.ɹə.bʱɑː.t̪ə.sə.mə.jə/,प्रभात-समय,0
322594,140960,प्रभाता,n,n-----f--ā,,,,/p.ɹə.bʱɑː.t̪ɑː/,प्रभाता,0
322595,140736,प्रभातीर्थ,n,n-----n--a,,,,/p.ɹə.bʱɑː.t̪iːɹ.t̪ʰə/,प्रभा॔-तीर्थ,0
322596,140977,प्रभाव,n,n-----m--a,,,n-----f--ā=प्रभावआ,/p.ɹə.bʱɑː.ʋə/,प्र-भाव,0
322597,,प्रभावज,a,ap----a--a,,,,/p.ɹə.bʱɑː.ʋə.d͡ʑə/,प्र-भाव-ज,0
322598,140767,प्रभावक,a,ap----a--a,,,,/p.ɹə.bʱɑː.ʋə.kə/,प्र-भावक,0
322599,140957,प्रभावली,n,n-----f--ī,,,,/p.ɹə.bʱɑː.ʋə.liː/,प्रभा॔वली,0
322600,140978,प्रभावन,a,ap----a--a,,ap----f--ī=>ी,,/p.ɹə.bʱɑː.ʋə.nə/,प्र-भावन,0
322601,140979,प्रभावन,n,n-----m--a,,,,/p.ɹə.bʱɑː.ʋə.nə/,प्र-भावन,0
322602,140980,प्रभावना,n,n-----f--ā,,,,/p.ɹə.bʱɑː.ʋə.nɑː/,प्र-भावना,0
322603,140955,प्रभावत्,a,ap----a--c,,,,/p.ɹə.bʱɑː.ʋət̪/,प्रभा॔-वत्,0
322604,,प्रभावतस्,r,rp--------,,,,/p.ɹə.bʱɑː.ʋə.t̪əs/,प्र-भावतस्,0
322605,,प्रभावत्परिणय,n,n-----m--a,,,,/p.ɹə.bʱɑː.ˈʋət̪.pə.ɹi.ɳə.jə/,प्रभा॔-वत्-परिणय,0
322606,,प्रभावत्व,n,n-----n--a,,,,/p.ɹə.bʱɑː.ˈʋət̪.ʋə/,प्र-भाव-त्व,0
322609,199640,प्रभावती,n,n-----f--ī,,,,/p.ɹə.bʱɑː.ʋə.t̪iː/,प्रभा॔-वती,0
322623,177138,प्रभाववत्,a,ap----a--c,,,,/p.ɹə.bʱɑː.ʋə.ʋət̪/,प्र-भाव-वत्,0
322624,140768,प्रभावयितृ,a,ap----a--r,,,,/p.ɹə.bʱɑː.ʋə.ji.t̪ɹ̩/,प्र-भावयितृ,0
322625,,प्रभावेण,r,rp--------,,,,/p.ɹə.bʱɑː.ʋeː.ɳə/,प्र-भावेण,0
322626,140769,प्रभाविन्,a,ap----a--n,,,,/p.ɹə.bʱɑː.ʋin/,प्र-भाविन्,0
322627,,प्रभावित,a,ap----a--a,,,,/p.ɹə.bʱɑː.ʋi.t̪ə/,प्र-भावित,0
322628,140742,प्रभाव्यूह,n,n-----m--a,,,,/p.ɹə.bʱɑːʋ.juː.ɦə/,प्रभा॔-व्यूह,0
322629,,प्रभावात्,r,rp--------,,,,/p.ɹə.bʱɑː.ʋɑːt̪/,प्र-भावात्,0
322630,140949,प्रभाञ्जन,n,n-----m--a,,,,/p.ɹə.bʱɑːɲ.d͡ʑə.nə/,प्रभा॔ञ्जन,0
322631,162938,प्रभाष्,v,v----d--1- v----a--1-,,,,/p.ɹə.bʱɑːʂ/,प्र-भाष्,0
322632,140754,प्रभाष,n,n-----m--a,,,,/p.ɹə.bʱɑː.ʂə/,प्र-भाष,0
322633,140962,प्रभाषण,n,n-----n--a,,,,/p.ɹə.bʱɑː.ʂə.ɳə/,प्र-भाषण,0
322634,,प्रभाषणीय,a,ap----a--a,,,,/p.ɹə.bʱɑː.ʂə.ɳiː.jə/,प्र-भाषणीय,0
322635,140755,प्रभाषिन्,a,ap----a--n,,,,/p.ɹə.bʱɑː.ʂin/,प्र-भाषिन्,0
322636,,प्रभाषित,a,ap----a--a,,,,/p.ɹə.bʱɑː.ʂi.t̪ə/,प्र-भाषित,0
322637,140964,प्रभाषित,n,n-----n--a,,,,/p.ɹə.bʱɑː.ʂi.t̪ə/,प्र-भाषित,0
322638,,प्रभी,v,v----a--3- v----d--3- v----d--1- v----a--0- v----d--0-,,,,/p.ɹə.bʱiː/,प्र-भी,0
322639,,प्रभीत,a,ap----a--a,,,,/p.ɹə.bʱiː.t̪ə/,प्र-भीत,0
322640,,प्रभू,v,v----a--1- v----d--1-,,,,/p.ɹə.bʱuː/,प्र-भू,0
322641,140985,प्रभूत,n,n-----m--a,,,,/p.ɹə.bʱuː.t̪ə/,प्र॔-भूत,0
322642,140984,प्रभूत,a,ap----a--a,,,,/p.ɹə.bʱuː.t̪ə/,प्र॔-भूत,0
322643,140986,प्रभूत,n,n-----n--a,,,,/p.ɹə.bʱuː.t̪ə/,प्र॔-भूत,0
322644,,प्रभूतभ्रान्त,n,n-----n--a,,,,/p.ɹə.bʱuː.ˈt̪əbʱ.ɹɑːn.t̪ə/,प्र॔-भूत-भ्रान्त,0
322645,,प्रभूतधनधान्यवत्,a,ap----a--c,,,,/p.ɹə.bʱuː.t̪ə.d̪ʰə.nə.d̪ʰɑːn.jə.ʋət̪/,प्र॔-भूत-धन-धान्य-वत्,0
322646,,प्रभूतजिह्वता,n,n-----f--ā,,,,/p.ɹə.bʱuː.t̪ə.ˈd͡ʑiɦ.ʋə.t̪ɑː/,प्र॔-भूत-जिह्वता,0
322647,140988,प्रभूतक,n,n-----m--a,,,,/p.ɹə.bʱuː.t̪ə.kə/,प्र॔-भूतक,0
322648,140987,प्रभूतक,a,ap----a--a,,,,/p.ɹə.bʱuː.t̪ə.kə/,प्र॔-भूतक,0
322649,,प्रभूतनागाश्वरथ,a,ap----a--a,,,,/pɹəbʱuːt̪ənɑːgɑːɕʋəɹət̪ʰə/,प्र॔-भूत-नागाश्व-रथ,0
322650,,प्रभूतरत्न,n,n-----m--a,,,,/p.ɹə.bʱuː.t̪ə.ˈɹət̪.nə/,प्र॔-भूत-रत्न,0
322651,,प्रभूतरूप,n,n-----n--a,,,,/p.ɹə.bʱuː.t̪ə.ɹuː.pə/,प्र॔-भूत-रूप,0
322652,,प्रभूतत्व,n,n-----n--a,,,,/p.ɹə.bʱuː.ˈt̪ət̪.ʋə/,प्र॔-भूत-त्व,0
322653,,प्रभूतता,n,n-----f--ā,,,,/p.ɹə.bʱuː.t̪ə.t̪ɑː/,प्र॔-भूत-ता,0
322654,,प्रभूतवर्ष,n,n-----n--a,,,,/p.ɹə.bʱuː.t̪ə.ˈʋəɹ.ʂə/,प्र॔-भूत-वर्ष,0
322655,,प्रभूतवयस्,a,ap----a-sa,,,,/p.ɹə.bʱuː.t̪ə.ʋə.jəs/,प्र॔-भूत-वयस्,0
322656,,प्रभूतयवसेन्धन,a,ap----a--a,,,,/p.ɹə.bʱuː.t̪ə.jə.ʋə.seːn.d̪ʰə.nə/,प्र॔-भूत-यवसेन्धन,0
322657,,प्रभूतशस्,r,rp--------,,,,/p.ɹə.bʱuː.t̪ə.ɕəs/,प्र॔-भूत-शस्,0
322658,140989,प्रभूति,n,n-----f--i,,,,/p.ɹə.bʱuː.t̪i/,प्र॔-भूति,0
322659,,प्रभूतोत्क,n,n-----m--a,,,,/p.ɹə.bʱuː.t̪oːt̪.kə/,प्र॔-भूतोत्क,0
322660,,प्रभूत्व,n,n-----n--a,,,,/p.ɹə.bʱuːt̪.ʋə/,प्र-भू-त्व,0
322661,140770,प्रभूवरी,n,n-----f--ī,,,,/p.ɹə.bʱuː.ʋə.ɹiː/,प्र॔-भूवरी,0
322662,,प्रभूवसु,n,n-----m--u,,,,/p.ɹə.bʱuː.ʋə.su/,प्र-भू-वसु,0
322663,219384,प्रभूवसु,a,ap----a--u,,,,/p.ɹə.bʱuː.ʋə.su/,प्र-भू॔-वसु,0
322664,,प्रभूष्,v,v----a--1- v----d--1-,,,,/p.ɹə.bʱuːʂ/,प्र-भूष्,0
322665,140771,प्रभूष्णु,a,ap----a--u,,,,/p.ɹə.bʱuːʂ.ɳu/,प्र॔-भूष्णु,0
322666,,प्रभृ,v,v----a--1- v----d--1- v----a--3- v----d--3- v----a--2- v----d--2-,,,,/p.ɹə.bʱɹ̩/,प्र-भृ,0
322667,140773,प्रभृत,a,ap----a--a,,,,/p.ɹə.bʱɹ̩.t̪ə/,प्र॔-भृत,0
322668,140774,प्रभृथ,n,n-----m--a,,,,/p.ɹə.bʱɹ̩.t̪ʰə/,प्र-भृथ॔,0
322669,140992,प्रभृति,n,n-----f--i,,,,/p.ɹə.bʱɹ̩.t̪i/,प्र॔-भृति,0
322670,165621,प्रभृति,r,rp--------,,,,/p.ɹə.bʱɹ̩.t̪i/,प्र॔-भृति,0
322671,140930,प्रबोध,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə/,प्र-बोध,0
322672,,प्रबोधचन्द्र,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.t͡ɕən.d̪ɹə/,प्र-बोध-चन्द्र,0
322673,,प्रबोधचन्द्रिका,n,n-----f--ā,,,,/p.ɹə.boː.d̪ʰə.t͡ɕən.d̪ɹi.kɑː/,प्र-बोध-चन्द्रिका,0
322674,,प्रबोधचन्द्रोदय,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.t͡ɕən.d̪ɹoː.d̪ə.jə/,प्र-बोध-चन्द्रोदय,0
322675,,प्रबोधचन्द्रोदयसंग्रह,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.t͡ɕən.d̪ɹoː.d̪ə.jə.səŋ.gɹə.ɦə/,प्र-बोध-चन्द्रोदय-संग्रह,0
322676,,प्रबोधचन्द्रोदयामलक,n,n-----m--a,,,"{'pos': 'n', 'person': '-', 'number': '-', 'tense': '-', 'mood': '-', 'voice': '-', 'gender': 'n', 'case': '-', 'group': '-', 'stem': 'a'}=प्रबोधचन्द्रोदयामलक",/p.ɹə.boː.d̪ʰə.t͡ɕən.d̪ɹoː.d̪ə.jɑː.mə.lə.kə/,प्र-बोध-चन्द्रोदयामलक,0
322677,,प्रबोधचिन्तामणि,n,n-----m--i,,,,/p.ɹə.boː.d̪ʰə.t͡ɕin.t̪ɑː.mə.ɳi/,प्र-बोध-चिन्तामणि,0
322678,,प्रबोधदीपिका,n,n-----f--ā,,,,/p.ɹə.boː.d̪ʰə.d̪iː.pi.kɑː/,प्र-बोध-दीपिका,0
322679,140931,प्रबोधक,a,ap----a--a,,,,/p.ɹə.boː.d̪ʰə.kə/,प्र-बोधक,0
322680,140932,प्रबोधक,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.kə/,प्र-बोधक,0
322682,,प्रबोधमञ्जरी,n,n-----f--ī,,,,/p.ɹə.boː.d̪ʰə.məɲ.d͡ʑə.ɹiː/,प्र-बोध-मञ्जरी,0
322683,,प्रबोधमानसोल्लास,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.mɑː.nə.soːl.lɑː.sə/,प्र-बोध-मानसोल्लास,0
322684,140936,प्रबोधन,n,n-----n--a,,,,/p.ɹə.boː.d̪ʰə.nə/,प्र-बोधन,0
322685,140933,प्रबोधन,a,ap----a--a,,,,/p.ɹə.boː.d̪ʰə.nə/,प्र-बोधन,0
322690,140934,प्रबोधन,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.nə/,प्र-बोधन,0
322692,140935,प्रबोधनी,n,n-----f--ī,,,,/p.ɹə.boː.d̪ʰə.niː/,प्र-बोधनी,0
322693,,प्रबोधप्रकाश,n,n-----m--a,,,,/p.ɹə.boː.ˈd̪ʰəp.ɹə.kɑː.ɕə/,प्र-बोध-प्रकाश,0
322694,,प्रबोधरत्नाकर,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.ˈɹət̪.nɑː.kə.ɹə/,प्र-बोध-रत्नाकर,0
322695,,प्रबोधसिद्धि,n,n-----f--i,,,,/p.ɹə.boː.d̪ʰə.ˈsid̪.d̪ʰi/,प्र-बोध-सिद्धि,0
322696,,प्रबोधसुधाकर,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰə.su.d̪ʰɑː.kə.ɹə/,प्र-बोध-सुधाकर,0
322697,,प्रबोधसूक्तिव्याख्या,n,n-----f--ā,,,,/p.ɹə.boː.d̪ʰə.suːk.ˈt̪iʋ.jɑːkʰ.jɑː/,प्र-बोध-सूक्ति-व्याख्या,0
322698,,प्रबोधवती,n,n-----f--ī,,,,/p.ɹə.boː.d̪ʰə.ʋə.t̪iː/,प्र-बोध-वती,0
322699,140939,प्रबोधिन्,a,ap----a--n,,,,/p.ɹə.boː.d̪ʰin/,प्र-बोधिन्,0
322700,140940,प्रबोधिनी,n,n-----f--ī,,,,/p.ɹə.boː.d̪ʰi.niː/,प्र-बोधिनी,0
322701,,प्रबोधित,a,ap----a--a,,,,/p.ɹə.boː.d̪ʰi.t̪ə/,प्र-बोधित,0
322702,140938,प्रबोधिता,n,n-----f--ā,,,,/p.ɹə.boː.d̪ʰi.t̪ɑː/,प्र-बोधिता,0
322703,140938,प्रबोधिता,n,n-----f--ā,,,,/p.ɹə.boː.d̪ʰi.t̪ɑː/,प्र-बोधि-ता,0
322704,,प्रबोधोदय,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰoː.d̪ə.jə/,प्र-बोधोदय,0
322705,,प्रबोधोत्सव,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰoːt̪.sə.ʋə/,प्र-बोधोत्सव,0
322706,,प्रबोध्य,a,ap----a--a,,,,/p.ɹə.boːd̪ʰ.jə/,प्र-बोध्य,0
322707,215164,प्रबोधानन्द,n,n-----m--a,,,,/p.ɹə.boː.d̪ʰɑː.nən.d̪ə/,प्र-बोधानन्द,0
322708,,प्रब्रू,v,v----a--2- v----d--2-,,,,/p.ˈɹəb.ɹuː/,प्र-ब्रू,0
322709,,प्रबुद्ध,a,ap----a--a,,,,/p.ɹə.ˈbud̪.d̪ʰə/,प्र-बुद्ध,0
322710,140927,प्रबुद्ध,n,n-----m--a,,,,/p.ɹə.ˈbud̪.d̪ʰə/,प्र-बुद्ध,0
322711,,प्रबुद्धता,n,n-----f--ā,,,,/p.ɹə.ˈbud̪.d̪ʰə.t̪ɑː/,प्र-बुद्ध-ता,0
322712,140929,प्रबुध्,n,n-----f--c,,,,/p.ɹə.bud̪ʰ/,प्र-बुध्,0
322713,,प्रबुध्,v,v----a--1- v----d--1- v----d--4- v----a--4-,,,,/p.ɹə.bud̪ʰ/,प्र-बुध्,0
322715,140726,प्रबुध,n,n-----m--a,,,,/p.ɹə.bu.d̪ʰə/,प्र-बुध,0
322716,140721,प्रबाबधान,a,ap----a--a,,,,/p.ɹə.bɑː.bə.d̪ʰɑː.nə/,प्र-बा॔बधान,0
322717,,प्रबाध्,v,v----d--1- v----a--1-,,,,/p.ɹə.bɑːd̪ʰ/,प्र-बाध्,0
322718,140717,प्रबाधक,a,ap----a--a,,,,/p.ɹə.bɑː.d̪ʰə.kə/,प्र-बाधक,0
322719,140718,प्रबाधन,n,n-----n--a,,,,/p.ɹə.bɑː.d̪ʰə.nə/,प्र-बाधन,0
322720,140720,प्रबाधिन्,a,ap----a--n,,,,/p.ɹə.bɑː.d̪ʰin/,प्र-बाधिन्,0
322721,140719,प्रबाधित,a,ap----a--a,,,,/p.ɹə.bɑː.d̪ʰi.t̪ə/,प्र॔-बाधित,0
322722,140723,प्रबाहु,n,n-----m--u,,,,/p.ɹə.bɑː.ɦu/,प्र-बाहु,0
322723,140724,प्रबाहुक्,r,rp--------,,,,/p.ɹə.bɑː.ɦuk/,प्र-बा॔हुक्,0
322724,140725,प्रबाहुकम्,r,rp--------,,,,/p.ɹə.bɑː.ɦu.kəm/,प्र-बा॔हुकम्,0
322725,140924,प्रबालक,n,n-----m--a,,,,/p.ɹə.bɑː.lə.kə/,प्र-बालक,0
322726,140722,प्रबालिक,n,n-----m--a,,,,/p.ɹə.bɑː.li.kə/,प्र-बालिक,0
322727,140925,प्रबालिका,n,n-----f--ā,,,,/p.ɹə.bɑː.li.kɑː/,प्र-बालिका,0
322728,150653,प्रचकित,a,ap----a--a,,,,/p.ɹə.t͡ɕə.ki.t̪ə/,प्र-चकित,0
322729,150654,प्रचक्र,n,n-----n--a,,,,/p.ɹə.ˈt͡ɕək.ɹə/,प्र-चक्र,0
322730,,प्रचक्ष्,v,v----d--2- v----a--2-,,,,/p.ɹə.t͡ɕəkʂ/,प्र-चक्ष्,0
322731,150656,प्रचक्षस्,n,n-----m-sa,,,,/p.ɹə.ˈt͡ɕək.ʂəs/,प्र-चक्षस्,0
322732,150655,प्रचक्षणम्,r,rp--------,,,,/p.ɹə.ˈt͡ɕək.ʂə.ɳəm/,प्र-चक्षणम्,0
322733,,प्रचल्,v,v----d--1-,,,,/p.ɹə.t͡ɕəl/,प्र-चल्,0
322734,151234,प्रचल,a,ap----a--a,,,,/p.ɹə.t͡ɕə.lə/,प्र-चल,0
322735,,प्रचलदास,n,n-----m--a,,,,/p.ɹə.t͡ɕə.lə.d̪ɑː.sə/,प्र-चल-दास,0
322736,150685,प्रचलक,n,n-----m--a,,,,/p.ɹə.t͡ɕə.lə.kə/,प्र-चलक,0
322737,,प्रचलकाञ्चनकुण्डल,a,ap----a--a,,,,/p.ɹə.t͡ɕə.lə.kɑːɲ.t͡ɕə.nə.ˈkuɳ.ɖə.lə/,प्र-चल-काञ्चन-कुण्डल,0
322738,,प्रचललताभुज,a,ap----a--a,,,,/p.ɹə.t͡ɕə.lə.lə.t̪ɑː.bʱu.d͡ʑə/,प्र-चल-लता-भुज,0
322739,150687,प्रचलन,n,n-----n--a,,,,/p.ɹə.t͡ɕə.lə.nə/,प्र-चलन,0
322740,,प्रचलसिंह,n,n-----m--a,,,,/p.ɹə.t͡ɕə.lə.ˈsĩ.ɦə/,प्र-चल-सिंह,0
322741,150686,प्रचलत्,a,ap----a--c,,,,/p.ɹə.t͡ɕə.lət̪/,प्र-चलत्,0
322742,151238,प्रचलित,a,ap----a--a,,,,/p.ɹə.t͡ɕə.li.t̪ə/,प्र-चलित,0
322743,151239,प्रचलित,n,n-----n--a,,,,/p.ɹə.t͡ɕə.li.t̪ə/,प्र-चलित,0
322744,151235,प्रचलाक,n,n-----m--a,,,,/p.ɹə.t͡ɕə.lɑː.kə/,प्र-चलाक,0
322745,150688,प्रचलाकिन्,n,n-----m--n,,,,/p.ɹə.t͡ɕə.lɑː.kin/,प्र-चलाकिन्,0
322746,151236,प्रचलाका,n,n-----f--ā,,,,/p.ɹə.t͡ɕə.lɑː.kɑː/,प्र-चलाका,0
322748,150689,प्रचलायन,n,n-----n--a,,,,/p.ɹə.t͡ɕə.lɑː.jə.nə/,प्र-चलायन,0
322749,151237,प्रचलायित,a,ap----a--a,,,,/p.ɹə.t͡ɕə.lɑː.ji.t̪ə/,प्र-चलायित,0
322750,,प्रचलायित,n,n-----n--a,,,,/p.ɹə.t͡ɕə.lɑː.ji.t̪ə/,प्र-चलायित,0
322751,,प्रचलाङ्ग,a,ap----a--a,,,,/p.ɹə.t͡ɕə.lɑːŋ.gə/,प्र-चलाङ्ग,0
322752,150675,प्रचपल,a,ap----a--a,,,,/p.ɹə.t͡ɕə.pə.lə/,प्र-चपल,0
322753,162383,प्रचर्,v,v----d--1- v----a--1-,,,,/p.ɹə.t͡ɕəɹ/,प्र-चर्,0
322754,150676,प्रचर,n,n-----m--a,,,,/p.ɹə.t͡ɕə.ɹə/,प्र-चर,0
322755,151233,प्रचरण,n,n-----n--a,,,,/p.ɹə.t͡ɕə.ɹə.ɳə/,प्र-चरण,0
322756,222267,प्रचरणी,n,n-----f--ī,,,,/p.ɹə.t͡ɕə.ɹə.ɳiː/,प्र-चरणी॔,0
322757,150677,प्रचरणीय,a,ap----a--a,,,,/p.ɹə.t͡ɕə.ɹə.ɳiː.jə/,प्र-चरणीय,0
322758,,प्रचरित,a,ap----a--a,,,,/p.ɹə.t͡ɕə.ɹi.t̪ə/,प्र-चरित,0
322759,,प्रचरितव्य,a,ap----a--a,,,,/p.ɹə.t͡ɕə.ɹi.ˈt̪əʋ.jə/,प्र-चरितव्य,0
