,+c,464661,226867
1386230,-c,230040,230008
1386231,+c,230008,230026
1386232,-c,230026,230008
1386233,+c,462401,230026
1386234,-c,230026,462401
1386235,+c,230008,230011
1386236,-c,230011,230008
1386237,+c,233584,230011
1386238,-c,230011,233584
1386239,+c,230008,230010
1386240,-c,230010,230008
1386241,+c,230008,230009
1386242,-c,230009,230008
1386243,+c,230008,230024
1386244,-c,230024,230008
1386245,+c,302077,230024
1386246,-c,230024,302077
1386247,+c,230008,230029
1386248,-c,230029,230008
1386249,+c,230008,230030
1386250,-c,230030,230008
1386251,+c,405308,230030
1386252,-c,230030,405308
1386253,+c,230008,230031
1386254,-c,230031,230008
1386255,+c,407487,230031
1386256,-c,230031,407487
1386257,+c,464661,230034
1386258,-c,230034,464661
1386259,+c,456958,229991
1386260,-c,229991,456958
1386261,+c,232008,230004
1386262,-c,230004,232008
1386263,+c,229994,229995
1386264,-c,229995,229994
1386265,+c,353590,229995
1386266,-c,229995,353590
1386267,+c,230159,230162
1386268,-c,230162,230159
1386269,+c,277024,230162
1386270,-c,230162,277024
1386271,+c,230159,230160
1386272,-c,230160,230159
1386273,+c,238165,230160
1386274,-c,230160,238165
1386275,+c,230159,230166
1386276,-c,230166,230159
1386277,+c,229975,229977
1386278,-c,229977,229975
1386279,+c,272156,229977
1386280,-c,229977,272156
1386281,+c,229975,229976
1386282,-c,229976,229975
1386283,+c,233204,229976
1386284,-c,229976,233204
1386285,+c,229960,229972
1386286,-c,229972,229960
1386287,+c,273218,230092
1386288,-c,230092,273218
1386293,+c,464661,230096
1386294,-c,230096,464661
1386295,+c,259532,230080
1386296,-c,230080,259532
1386297,+c,269372,230084
1386298,-c,230084,269372
1386299,+c,269372,230085
1386300,-c,230085,269372
1386301,+c,460502,230085
1386302,-c,230085,460502
1386303,+c,464661,230122
1386304,-c,230122,464661
1386305,+c,242408,230071
1386306,-c,230071,242408
1386307,+c,252798,230075
1386308,-c,230075,252798
1386309,+c,464661,230074
1386310,-c,230074,464661
1386311,+c,243241,230072
1386312,-c,230072,243241
1386313,+c,460932,230111
1386314,-c,230111,460932
1386315,+c,305273,230112
1386316,-c,230112,305273
1386317,+c,456933,230067
1386318,-c,230067,456933
1386319,+c,460457,230105
1386320,-c,230105,460457
1386321,+c,296144,230108
1386322,-c,230108,296144
1386323,+c,296244,230109
1386324,-c,230109,296244
1386325,+c,296244,230110
1386326,-c,230110,296244
1386327,+c,321984,230110
1386328,-c,230110,321984
1386329,+c,288863,230103
1386330,-c,230103,288863
1386331,+c,464661,230126
1386332,-c,230126,464661
1386333,+c,464661,230132
1386334,-c,230132,464661
1386335,+c,407487,230135
1386336,-c,230135,407487
1386337,+c,407487,230136
1386338,-c,230136,407487
1386339,+c,378440,230136
1386340,-c,230136,378440
1386341,+c,355676,230116
1386342,-c,230116,355676
1386343,+c,463984,230119
1386344,-c,230119,463984
1386345,+c,463984,230120
1386346,-c,230120,463984
1386347,+c,264813,230083
1386348,-c,230083,264813
1386349,+c,230144,230145
1386350,-c,230145,230144
1386351,+c,230144,230147
1386352,-c,230147,230144
1386353,+c,230144,230148
1386354,-c,230148,230144
1386355,+c,378440,230148
1386356,-c,230148,378440
1386357,+c,230144,230146
1386358,-c,230146,230144
1386359,+c,230142,230143
1386360,-c,230143,230142
1386361,+c,378440,230143
1386362,-c,230143,378440
1386363,+c,230152,230153
1386364,-c,230153,230152
1386365,+c,230042,230044
1386366,-c,230044,230042
1386367,+c,230042,230045
1386368,-c,230045,230042
1386369,+c,374984,230045
1386370,-c,230045,374984
1386371,+c,230042,230043
1386372,-c,230043,230042
1386373,+c,236538,230052
1386374,-c,230052,236538
1386375,+c,456876,230193
1386376,-c,230193,456876
1386377,+c,456876,230194
1386378,-c,230194,456876
1386379,+c,456876,230199
1386380,-c,230199,456876
1386381,+c,456876,230200
1386382,-c,230200,456876
1386383,+c,464661,230200
1386384,-c,230200,464661
1386385,+c,456876,230196
1386386,-c,230196,456876
1386387,+c,456876,230195
1386388,-c,230195,456876
1386389,+c,456875,230176
1386390,-c,230176,456875
1386391,+c,456875,230175
1386392,-c,230175,456875
1386393,+c,456875,230177
1386394,-c,230177,456875
1386395,+c,456875,230179
1386396,-c,230179,456875
1386397,+c,456875,230178
1386398,-c,230178,456875
1386399,+c,456875,230180
1386400,-c,230180,456875
1386401,+c,456878,230201
1386402,-c,230201,456878
1386403,+c,230202,230203
1386404,-c,230203,230202
1386405,+c,232082,232084
1386406,-c,232084,232082
1386407,+c,272156,232084
1386408,-c,232084,272156
1386409,+c,232082,232159
1386410,-c,232159,232082
1386411,+c,460502,232159
1386412,-c,232159,460502
1386413,+c,282820,232248
1386414,-c,232248,282820
1386415,+c,232249,232251
1386416,-c,232251,232249
1386417,+c,232249,232250
1386418,-c,232250,232249
1386419,+c,232249,232254
1386420,-c,232254,232249
1386421,+c,232249,232253
1386422,-c,232253,232249
1386423,+c,232249,232252
1386424,-c,232252,232249
1386425,+c,460502,232252
1386426,-c,232252,460502
1386427,+c,255733,232115
1386428,-c,232115,255733
1386429,+c,259173,232118
1386430,-c,232118,259173
1386431,+c,378440,232161
1386432,-c,232161,378440
1386433,+c,376078,232160
1386434,-c,232160,376078
1386435,+c,251621,232114
1386436,-c,232114,251621
1386437,+c,457648,232111
1386438,-c,232111,457648
1386439,+c,334266,232141
1386440,-c,232141,334266
1386441,+c,332991,232140
1386442,-c,232140,332991
1386443,+c,229749,232104
1386444,-c,232104,229749
1386445,+c,456841,232102
1386446,-c,232102,456841
1386447,+c,230771,232106
1386448,-c,232106,230771
1386449,+c,339572,232145
1386450,-c,232145,339572
1386451,+c,426296,232179
1386452,-c,232179,426296
1386453,+c,384161,232196
1386454,-c,232196,384161
1386455,+c,300505,232198
1386456,-c,232198,300505
1386457,+c,232182,232185
1386458,-c,232185,232182
1386459,+c,232182,232183
1386460,-c,232183,232182
1386461,+c,232182,232184
1386462,-c,232184,232182
1386463,+c,300505,232184
1386464,-c,232184,300505
1386465,+c,232124,232125
1386466,-c,232125,232124
1386467,+c,288107,232125
1386468,-c,232125,288107
1386469,+c,378440,232234
1386470,-c,232234,378440
1386471,+c,464661,232233
1386472,-c,232233,464661
1386473,+c,466591,232235
1386474,-c,232235,466591
1386475,+c,464661,232268
1386476,-c,232268,464661
1386477,+c,251621,232272
1386478,-c,232272,251621
1386479,+c,463984,232283
1386480,-c,232283,463984
1386481,+c,299549,232288
1386482,-c,232288,299549
1386483,+c,463984,232296
1386484,-c,232296,463984
1386485,+c,230894,230895
1386486,-c,230895,230894
1386487,+c,252798,230761
1386488,-c,230761,252798
1386489,+c,230771,230804
1386490,-c,230804,230771
1386491,+c,278011,230804
1386492,-c,230804,278011
1386493,+c,230771,456921
1386494,-c,456921,230771
1386495,+c,230771,456922
1386496,-c,456922,230771
1386497,+c,230771,456923
1386498,-c,456923,230771
1386499,+c,230771,230775
1386500,-c,230775,230771
1386501,+c,230771,230803
1386502,-c,230803,230771
1386503,+c,230771,230816
1386504,-c,230816,230771
1386505,+c,374984,230816
1386506,-c,230816,374984
1386507,+c,388445,230816
1386508,-c,230816,388445
1386509,+c,230771,230777
1386510,-c,230777,230771
1386511,+c,230771,230778
1386512,-c,230778,230771
1386513,+c,230771,230776
1386514,-c,230776,230771
1386515,+c,230771,230808
1386516,-c,230808,230771
1386517,+c,230771,230810
1386518,-c,230810,230771
1386519,+c,230771,230809
1386520,-c,230809,230771
1386521,+c,230771,230774
1386522,-c,230774,230771
1386523,+c,230771,230772
1386524,-c,230772,230771
1386525,+c,230771,230773
1386526,-c,230773,230771
1386527,+c,230771,230806
1386528,-c,230806,230771
1386529,+c,230771,230807
1386530,-c,230807,230771
1386531,+c,230771,230819
1386532,-c,230819,230771
1386533,+c,409891,230819
1386534,-c,230819,409891
1386535,+c,230771,230820
1386536,-c,230820,230771
1386537,+c,230771,230811
1386538,-c,230811,230771
1386539,+c,230771,230805
1386540,-c,230805,230771
1386541,+c,288229,230805
1386542,-c,230805,288229
1386543,+c,230771,230818
1386544,-c,230818,230771
1386545,+c,230771,230817
1386546,-c,230817,230771
1386547,+c,230771,230823
1386548,-c,230823,230771
1386549,+c,230771,230821
1386550,-c,230821,230771
1386551,+c,230771,230822
1386552,-c,230822,230771
1386553,+c,230771,230813
1386554,-c,230813,230771
1386555,+c,230771,230812
1386556,-c,230812,230771
1386557,+c,462937,230812
1386558,-c,230812,462937
1386559,+c,230771,230815
1386560,-c,230815,230771
1386561,+c,230771,230814
1386562,-c,230814,230771
1386563,+c,361433,230814
1386564,-c,230814,361433
1386565,+c,464661,230788
1386566,-c,230788,464661
1386567,+c,318035,230784
1386568,-c,230784,318035
1386569,+c,230397,230781
1386570,-c,230781,230397
1386573,+c,288229,230783
1386574,-c,230783,288229
1386575,+c,271718,230835
1386576,-c,230835,271718
1386577,+c,230397,230828
1386578,-c,230828,230397
1386579,+c,288229,230836
1386580,-c,230836,288229
1386581,+c,274874,230883
1386582,-c,230883,274874
1386583,+c,288229,230884
1386584,-c,230884,288229
1386585,+c,337063,230904
1386586,-c,230904,337063
1386587,+c,456887,230901
1386588,-c,230901,456887
1386589,+c,387655,230907
1386590,-c,230907,387655
1386591,+c,463870,230906
1386592,-c,230906,463870
1386593,+c,230912,230913
1386594,-c,230913,230912
1386595,+c,251336,230913
1386596,-c,230913,251336
1386597,+c,230912,230917
1386598,-c,230917,230912
1386599,+c,462401,230917
1386600,-c,230917,462401
1386601,+c,230912,230916
1386602,-c,230916,230912
1386603,+c,230912,230915
1386604,-c,230915,230912
1386605,+c,230912,230914
1386606,-c,230914,230912
1386607,+c,230912,230919
1386608,-c,230919,230912
1386609,+c,230912,230918
1386610,-c,230918,230912
1386611,+c,419680,230918
1386612,-c,230918,419680
1386613,+c,230922,230923
1386614,-c,230923,230922
1386615,+c,378440,230872
1386616,-c,230872,378440
1386617,+c,230421,230422
1386618,-c,230422,230421
1386619,+c,464661,230422
1386620,-c,230422,464661
1386621,+c,230421,230423
1386622,-c,230423,230421
1386623,+c,231035,231036
1386624,-c,231036,231035
1386625,+c,318035,231020
1386626,-c,231020,318035
1386627,+c,389945,231026
1386628,-c,231026,389945
1386629,+c,456927,230945
1386630,-c,230945,456927
1386631,+c,456927,230944
1386632,-c,230944,456927
1386633,+c,268776,230964
1386634,-c,230964,268776
1386635,+c,251969,230959
1386636,-c,230959,251969
1386637,+c,318035,230969
1386638,-c,230969,318035
1386639,+c,334266,230973
1386640,-c,230973,334266
1386641,+c,251336,230971
1386642,-c,230971,251336
1386643,+c,427437,230984
1386644,-c,230984,427437
1386645,+c,231008,231009
1386646,-c,231009,231008
1386647,+c,231008,231010
1386648,-c,231010,231008
1386649,+c,300505,230988
1386650,-c,230988,300505
1386653,+c,251969,230993
1386654,-c,230993,251969
1386655,+c,251336,230993
1386656,-c,230993,251336
1386657,+c,336622,231000
1386658,-c,231000,336622
1386659,+c,328947,231006
1386660,-c,231006,328947
1386661,+c,461239,231003
1386662,-c,231003,461239
1386663,+c,456928,231025
1386664,-c,231025,456928
1386665,+c,456928,231024
1386666,-c,231024,456928
1386667,+c,270144,232390
1386668,-c,232390,270144
1386669,+c,271560,232395
1386670,-c,232395,271560
1386671,+c,271414,232392
1386672,-c,232392,271414
1386673,+c,271414,232393
1386674,-c,232393,271414
1386675,+c,271414,232394
1386676,-c,232394,271414
1386679,+c,273429,232400
1386680,-c,232400,273429
1386681,+c,283731,232411
1386682,-c,232411,283731
1386683,+c,459733,232407
1386684,-c,232407,459733
1386685,+c,275717,232402
1386686,-c,232402,275717
1386687,+c,276313,232405
1386688,-c,232405,276313
1386689,+c,318035,232363
1386690,-c,232363,318035
1386693,+c,389945,232376
1386694,-c,232376,389945
1386695,+c,463707,232854
1386696,-c,232854,463707
1386697,+c,374024,232855
1386698,-c,232855,374024
1386699,+c,456841,232336
1386700,-c,232336,456841
1386701,+c,457762,232360
1386702,-c,232360,457762
1386703,+c,247449,232361
1386704,-c,232361,247449
1386705,+c,378440,232352
1386706,-c,232352,378440
1386707,+c,245713,232358
1386708,-c,232358,245713
1386709,+c,307058,232589
1386710,-c,232589,307058
1386711,+c,460969,232588
1386712,-c,232588,460969
1386713,+c,378440,232611
1386714,-c,232611,378440
1386715,+c,318035,232607
1386716,-c,232607,318035
1386717,+c,318035,232610
1386718,-c,232610,318035
1386719,+c,318035,232608
1386720,-c,232608,318035
1386721,+c,334266,232623
1386722,-c,232623,334266
1386723,+c,334266,232624
1386724,-c,232624,334266
1386725,+c,334266,232625
1386726,-c,232625,334266
1386727,+c,334266,232629
1386728,-c,232629,334266
1386729,+c,388287,232629
1386730,-c,232629,388287
1386731,+c,334266,232630
1386732,-c,232630,334266
1386733,+c,334266,232628
1386734,-c,232628,334266
1386735,+c,334266,232627
1386736,-c,232627,334266
1386737,+c,336574,232634
1386738,-c,232634,336574
1386739,+c,251336,232618
1386740,-c,232618,251336
1386741,+c,229749,232321
1386742,-c,232321,229749
1386743,+c,456933,232326
1386744,-c,232326,456933
1386745,+c,233204,232328
1386746,-c,232328,233204
1386747,+c,233204,232329
1386748,-c,232329,233204
1386749,+c,462783,232329
1386750,-c,232329,462783
1386751,+c,230510,232324
1386752,-c,232324,230510
1386753,+c,460502,232434
1386754,-c,232434,460502
1386755,+c,460363,232426
1386756,-c,232426,460363
1386759,+c,410687,233090
1386760,-c,233090,410687
1386761,+c,339851,232637
1386762,-c,232637,339851
1386763,+c,342049,232741
1386764,-c,232741,342049
1386765,+c,342051,232742
1386766,-c,232742,342051
1386767,+c,342051,232742
1386768,-c,232742,342051
1386769,+c,342051,232743
1386770,-c,232743,342051
1386771,+c,288229,232416
1386772,-c,232416,288229
1386773,+c,288863,232418
1386774,-c,232418,288863
1386775,+c,288863,232419
1386776,-c,232419,288863
1386777,+c,288863,232420
1386778,-c,232420,288863
1386779,+c,270247,232423
1386780,-c,232423,270247
1386781,+c,300505,232423
1386782,-c,232423,300505
1386783,+c,388287,233040
1386784,-c,233040,388287
1386785,+c,466285,233043
1386786,-c,233043,466285
1386787,+c,328947,233044
1386788,-c,233044,328947
1386789,+c,420000,233095
1386790,-c,233095,420000
1386791,+c,420677,233096
1386792,-c,233096,420677
1386793,+c,232008,232768
1386794,-c,232768,232008
1386795,+c,463696,232758
1386796,-c,232758,463696
1386797,+c,463990,232764
1386798,-c,232764,463990
1386799,+c,275717,232842
1386800,-c,232842,275717
1386801,+c,278031,232844
1386802,-c,232844,278031
1386803,+c,278635,232845
1386804,-c,232845,278635
1386805,+c,256166,232820
1386806,-c,232820,256166
1386807,+c,458583,232825
1386808,-c,232825,458583
1386809,+c,239506,232804
1386810,-c,232804,239506
1386811,+c,378440,232919
1386812,-c,232919,378440
1386813,+c,464661,232918
1386814,-c,232918,464661
1386815,+c,248393,232816
1386816,-c,232816,248393
1386817,+c,248239,232815
1386818,-c,232815,248239
1386819,+c,248225,232814
1386820,-c,232814,248225
1386821,+c,246499,232813
1386822,-c,232813,246499
1386823,+c,334266,232887
1386824,-c,232887,334266
1386825,+c,300505,232885
1386826,-c,232885,300505
1386827,+c,337274,232891
1386828,-c,232891,337274
1386829,+c,462142,232882
1386830,-c,232882,462142
1386831,+c,456827,232788
1386832,-c,232788,456827
1386833,+c,232034,232796
1386834,-c,232796,232034
1386835,+c,232034,232797
1386836,-c,232797,232034
1386837,+c,233204,232798
1386838,-c,232798,233204
1386839,+c,291830,232858
1386840,-c,232858,291830
1386841,+c,301566,232864
1386842,-c,232864,301566
1386847,+c,340406,232892
1386848,-c,232892,340406
1386849,+c,288818,232856
1386850,-c,232856,288818
1386851,+c,403849,232933
1386852,-c,232933,403849
1386853,+c,403849,232934
1386854,-c,232934,403849
1386855,+c,403849,232935
1386856,-c,232935,403849
1386857,+c,463142,232899
1386858,-c,232899,463142
1386859,+c,463707,232908
1386860,-c,232908,463707
1386861,+c,262262,232829
1386862,-c,232829,262262
1386863,+c,260897,232827
1386864,-c,232827,260897
1386865,+c,264307,232830
1386866,-c,232830,264307
1386867,+c,233019,233020
1386868,-c,233020,233019
1386869,+c,233019,233021
1386870,-c,233021,233019
1386871,+c,389945,233021
1386872,-c,233021,389945
1386873,+c,233019,233022
1386874,-c,233022,233019
1386875,+c,267595,232947
1386876,-c,232947,267595
1386877,+c,232996,232997
1386878,-c,232997,232996
1386879,+c,232955,232968
1386880,-c,232968,232955
1386881,+c,232955,232967
1386882,-c,232967,232955
1386883,+c,232955,232971
1386884,-c,232971,232955
1386885,+c,459928,232971
1386886,-c,232971,459928
1386887,+c,232955,232972
1386888,-c,232972,232955
1386889,+c,459928,232972
1386890,-c,232972,459928
1386895,+c,232955,232969
1386896,-c,232969,232955
1386897,+c,232955,232974
1386898,-c,232974,232955
1386899,+c,284008,232974
1386900,-c,232974,284008
1386901,+c,232955,232973
1386902,-c,232973,232955
1386903,+c,232955,232975
1386904,-c,232975,232955
1386905,+c,232955,232976
1386906,-c,232976,232955
